name_english,name_japanese,show_type,episodes,status,aired,broadcast_time,producers,licensors,studios,source,genres,episode_length,rating,score_and_scorers,members,favorites,description
,名探偵コナン 水平線上の陰謀,Special,1,Finished Airing,2005,,add some,add some,TMS Entertainment,Unknown,"Adventure, Police, Comedy, Mystery, Shounen",23 min.,PG-13,"7.61, 3011",7650,3,A promotional preview summary of the events in Detective Conan Movie 09: Strategy Above the Depths. Aired before the movie.
The Millionaire Detective – Balance UNLIMITED,富豪刑事 Balance UNLIMITED,TV,11,Finished Airing,"Apr 10, 2020 to Sep 25, 2020",Fridays at 00 55 (JST),"Aniplex, Dentsu, Animax, Movic, Fuji TV, Sonilude",Aniplex of America,CloverWorks,Novel,"Mystery, Comedy, Police",23 min. per ep.,PG-13,"7.61, 50196",171655,1551,"Daisuke Kanbe, a man of extraordinary wealth, is assigned to the Modern Crime Prevention Headquarters as a detective. It is there that he gets partnered with Haru Katou, a humane detective who values justice above all. The two are polar opposites, and their morals clash time and time again. Haru despises Daisuke for using monetary wealth to solve cases, as he believes that money isn't everything. The two will have to combine their efforts, however, to solve the mysteries that are coming their way.

[Written by MAL Rewrite]"
Full Metal Panic! Invisible Victory,フルメタル・パニック！Invisible Victory,TV,12,Finished Airing,"Apr 13, 2018 to Jul 18, 2018",Fridays at 20 30 (JST),add some,Funimation,Xebec,Light novel,"Action, Mecha, Military",24 min. per ep.,R,"7.61, 25355",72605,244,"The boisterous student Kaname Chidori and soldier Sousuke Sagara are enjoying a blissful high school life. However, their peaceful days are disrupted by the threatening terrorist organization Amalgam. Leonard Testarossa, a member of the organization who possesses ""Whispered,"" seeks to procure Kaname and her knowledge. 

Kaname and Sousuke's battle against Amalgam starts right in their own neighborhood, which eventually takes them on a hunt around the world. From the exotic lands of Laos to the barren Mexican coast, Sousuke must gather intelligence to bring down Amalgam. Meanwhile, Kaname's abilities grow, but so does her frustration as her resolve withers. Caught up in an intense game of hide and seek, as well as strategic plots, the pair try to connect and push beyond their own limits. 

[Written by MAL Rewrite]"
Pokemon Twilight Wings,薄明の翼,ONA,7,Finished Airing,"Jan 15, 2020 to Aug 6, 2020",,FILMONY,add some,Studio Colorido,Game,"Action, Adventure, Comedy, Kids, Fantasy",6 min. per ep.,PG,"7.61, 5237",10281,48,"Galar is a region where Pokemon battles have developed into a cultural sensation. Over the span of seven episodes, Pokemon: Twilight Wings will show in detail the dreams of Galar's residents, the realities they face, the challenges they must overcome and the conflicts they must resolve. In addition to these new stories, fans can expect to see a variety of Pokemon originally discovered in the Galar region appearing in the capsule series. 

(Source: Press Release)"
Eden of The East the Movie I The King of Eden,東のエデン 劇場版I The King of Eden,Movie,1,Finished Airing,"Nov 28, 2009",,"Fuji TV, Asmik Ace, Sony Music Entertainment",Funimation,Production I.G,Original,"Comedy, Drama, Mystery, Romance, Slice of Life, Thriller",1 hr. 22 min.,PG-13,"7.61, 84387",141923,150,"After preventing Japan's destruction, Akira Takizawa made one final request to become the ""King of Japan,"" before he erased his memories once again and disappeared. Leaving Saki Morimi with his cellphone, the only clue she has in regards to Akira's whereabouts is the message, ""I'll be waiting where our journey started.""

Six months later, rumors have spread about Akira, and Saki's search leads her to New York City. However, Saki is not the only person who goes to investigate—with several billion yen burning a hole in their pockets and a challenge to ""save Japan,"" the remaining Seleção are not far behind. Some are willing to help Akira achieve his goals, but a few are making dangerous moves in order to eliminate him and achieve their own picture of a better Japan. With rising stakes and new revelations, the game is still on.

[Written by MAL Rewrite]"
,狐妖小红娘 王权富贵,ONA,14,Finished Airing,"Jan 8, 2016 to Apr 15, 2016",,Tencent Animation & Comics,add some,Haoliners Animation League,Manga,"Comedy, Historical, Supernatural, Romance",15 min. per ep.,PG-13,"7.61, 4547",11102,22,Second season of Huyao Xiao Hongniang.
Interspecies Reviewers,異種族レビュアーズ,TV,12,Finished Airing,"Jan 11, 2020 to Mar 28, 2020",Saturdays at 23 00 (JST),"AT-X, Docomo Anime Store, Kadokawa Media House, Kadokawa, Toyo Recording",add some,Passione,Manga,"Comedy, Ecchi, Fantasy",23 min. per ep.,R+,"7.61, 143067",281781,19035,"Countless diverse races, from perky fairies to oozing slimes, inhabit the world. Naturally, such a melting pot of creatures has a broad and alluring variety of brothels. With so many options to choose from, it is hard to decide with which succu-girl to have a meaningful, interpersonal experience.

Fortunately, a tight group of brave warriors has come together to enlighten the public. These perverted adventurers take it upon themselves to assess the appeal of all types of succu-girls through hands-on research. Whether it be the scorchingly hot salamanders or the udderly hu-moo-ngous cow-girls, the Yoruno Gloss reviewers leave no species behind.

Directed by the mastermind behind Miru Tights, Ishuzoku Reviewers seeks to answer one of the most pressing questions there is: which species is the sexiest?

[Written by MAL Rewrite]"
"BOFURI I Don't Want to Get Hurt, so I'll Max Out My Defense.",痛いのは嫌なので防御力に極振りしたいと思います。,TV,12,Finished Airing,"Jan 8, 2020 to Mar 25, 2020",Wednesdays at 22 00 (JST),"AT-X, MAGES., Docomo Anime Store, Sammy, ABC Animation, Kadokawa Media House, D-techno",Funimation,"Silver Link., Kadokawa",Light novel,"Action, Game, Sci-Fi, Adventure, Comedy, Fantasy",23 min. per ep.,PG-13,"7.61, 120278",237451,1662,"After an enthusiastic invitation from her friend, Kaede Honjou reluctantly agrees to try New World Online: a very popular VRMMO played by thousands of people across Japan. Naming her in-game character Maple, she sets out on her journey. As a complete novice to such games, she allocates all of her stat points into vitality, desiring to not get hurt. With not a single point in any other stat, Maple has extraordinarily high defense, but she can't move quickly or hit hard.

This doesn't end badly for her, however. Due to her high defense, Maple acquires overpowered skills such as Total Defense, Poison Immunity, and Devour. These skills, along with the incredibly powerful items she obtains, allow her to obliterate most enemies in a single hit. After only a few days of playing the game, Maple claims third place in a server-wide event, gaining a reputation as a player who is both unkillable and absurdly powerful.

Despite her overpowered character, Kaede has much to learn. As she progresses through the game, she meets new friends and acquaintances, helping her complete new levels and events. Through all of her adventures, she may even pick up some other crazy skills that exceed all expectations.

[Written by MAL Rewrite]"
the Garden of sinners Remix -Gate of seventh heaven-,空の境界 Remix -Gate of seventh heaven-,Movie,1,Finished Airing,"Mar 14, 2009",,"Aniplex, Kodansha",Aniplex of America,ufotable,Light novel,"Action, Mystery, Romance, Super Power, Thriller",1 hr. 1 min.,R,"7.61, 15501",36994,56,"In August of 1995, Mikiya Kokutou meets a young kimono-clad woman named Shiki Ryougi. When he finds out that they go to the same school, he attempts to befriend her. Though her upbringing is unconventional and she herself is strange, Mikiya is not deterred, and Shiki gradually opens up to him. But Mikiya's life will be changed forever by this simple meeting, and in ways that he never imagined, as he begins to see a deadly side to his new friend...

[Written by MAL Rewrite]"
His and Her Circumstances,彼氏彼女の事情,TV,26,Finished Airing,"Oct 2, 1998 to Mar 26, 1999",Fridays at 18 30 (JST),"TV Tokyo, GANSIS",Nozomi Entertainment,"Gainax, J.C.Staff",Manga,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",24 min. per ep.,PG-13,"7.61, 59686",162776,2086,"Yukino Miyazawa is the female representative for her class and the most popular girl among the freshmen at her high school. Good at both academics and sports on top of being elegant and sociable, she has been an object of admiration all her life. However, in reality, she is an incredibly vain person who toils relentlessly to maintain her good grades, athleticism, and graceful appearance. She wants nothing more than to be the center of attention and praise—which is why she cannot stand Soichiro Arima, the male representative for her class and the only person more perfect than her. Since the first day of high school, she has struggled to steal the spotlight from her new rival but to no avail.

At last, on the midterm exams, Yukino gets the top score and beats Soichiro. But, to her surprise, he congratulates her on her achievement, leading her to question her deceptive lifestyle. When Soichiro confesses his love to Yukino, she turns him down and gloats about it at home with only a hint of regret. But the very next day, Soichiro visits Yukino house to bring her a CD and sees her uninhibited self in action; now equipped with the truth, he blackmails her into completing his student council duties. Coerced into spending time with Soichiro, Yukino learns that she is not the only one hiding secrets.

[Written by MAL Rewrite]"
