name_english,name_japanese,show_type,episodes,status,aired,broadcast_time,producers,licensors,studios,source,genres,episode_length,rating,score_and_scorers,members,favorites,description
Universal Mind,Universal Mind,Music,1,Finished Airing,"Sep 8, 2016",,Hipland Music Corporation,add some,Onionskin,Music,Music,3 min.,G,N/A,166,0,"A music video for Predawn's song ""Universal Mind."""
,うんこさん ツイてる人にしか見えない妖精,TV,13,Finished Airing,"Mar 18, 2009 to Jul 20, 2009",Unknown,add some,add some,Kachidoki Studio,Original,"Comedy, Magic",2 min. per ep.,PG,N/A,615,0,"Anime has as a fairy brown dispenser of some 'of his good fortune to those less fortunate. Unko-san lived on Lucky Island together with her friends, all of them with a different personality and culture."
,うんこさん ツイてる人にしか見えない妖精 純情派,TV,13,Finished Airing,"Jan 10, 2010 to Apr 4, 2010",Unknown,add some,add some,Kachidoki Studio,Original,"Comedy, Magic",3 min. per ep.,PG,N/A,253,0,"On a legendary island shaped like an unusually regular turd, a population of turd-people and insanely aggressive animals go about their hilarity-packed day to day lives. Central character Yoshiko Un is known as Unko-san, but you're unlikely to meet her--the island appears only to the fortunate few, to whom they give good luck.

(Source: The Anime Encyclopedia)"
,うおっ部長,ONA,1,Finished Airing,"Dec 13, 2012",,add some,add some,add some,Original,Comedy,8 min.,G,N/A,158,3,"10,000 years in the future when mankind has perished and fish have evolved to be salary men."
,うらめしでんわ,Movie,1,Finished Airing,1975,,add some,add some,add some,Original,"Comedy, Kids",2 min.,G,N/A,221,0,A short film by Okamoto Tadanari.
,浦島太郎,Movie,1,Finished Airing,1952,,add some,add some,add some,Other,Historical,Unknown,G,N/A,261,0,An adaptation of the classic Japanese folktale Urashima Tarou.
,浦島坂田船の日常,Special,1,Finished Airing,"Feb 26, 2020",,add some,add some,Gainax Kyoto,Music,"Slice of Life, Comedy",4 min.,PG-13,N/A,444,1,Unaired episode of Urashimasakatasen no Nichijou included in the DVD release.
Urban Caravan,Urban Caravan,Music,1,Finished Airing,"Sep 9, 2016",,Rambling Records,add some,add some,Original,Music,5 min.,PG-13,N/A,102,0,A music video for Fake Type.'s song Urban Caravan.
,瓜子姫とあまのじゃく,Movie,1,Finished Airing,1956,,Dentsu,add some,add some,Original,Demons,17 min.,G,N/A,239,0,A short puppet animation movie by Tadahito Mochinaga.
Urikupen Rescue Team,ウリクペン救助隊,TV,156,Finished Airing,"Sep 30, 1974 to Mar 29, 1975",Unknown,add some,add some,Tatsunoko Production,Original,"Adventure, Comedy, Kids",5 min. per ep.,G,N/A,318,0,"Four young animals, rabbit Seitaro Usagi, squirrel Risu, bear Kuma, and penguin Penguin (U-Ri-Ku-Pen), are part of a team of brave young animals that rescues others in peril. Other team members included a dog, a boar, a deer, a koala, a mouse, a seagull, and a lion. The animals would win a prize for completing a mission, as would the viewers, who were encouraged to write in and guess which of the creatures would save the world by each Friday (a single mission stretched over a week of TV). Created by Mitsuru Kaneko, this show was given a limited broadcast on some American local TV stations for the Japanese community.

(Source: The Anime Encyclopedia)"
Matthew the Rabbit,うさぎのマシュー,TV,52,Finished Airing,"Apr 5, 2018 to Apr 4, 2019",Thursdays at 21 54 (JST),add some,add some,Kachidoki Studio,Manga,Slice of Life,1 min. per ep.,G,N/A,591,1,"The story centers on Matthew, a daydreaming worrywart of a rabbit. Matthew also has two friends: Keron, a pessimistic frog who is fond of good-luck charms; and Ham, a hamster of few words and who moves through life at his own pace. The story follows the three animals' everyday lives within a mysterious forest. 

(Source: ANN)"
,うさぎのモフィ,ONA,13,Finished Airing,"Sep 30, 2012 to Dec 20, 2012",,add some,add some,Kachidoki Studio,Picture book,Kids,2 min. per ep.,G,N/A,294,0,The story of a white rabbit and her friends.
,うさぎのモフィ,TV,26,Finished Airing,"Sep 29, 2014 to Mar 23, 2015",Mondays at Unknown,Sony Creative Products,add some,add some,Picture book,Kids,5 min. per ep.,G,N/A,56,0,The 2nd televised season of Usagi no Mofy.
,うさぎのモフィ,TV,26,Finished Airing,"Jan 18, 2016 to Mar 20, 2017",Not scheduled once per week,Sony Creative Products,add some,add some,Picture book,Kids,5 min. per ep.,G,N/A,54,0,The 3rd televised season of Usagi no Mofy. It had an extended break in broadcasting between episode 10 and 11.
,うさぎのモフィ,TV,26,Finished Airing,"Dec 6, 2012 to Mar 28, 2013",Tuesdays at Unknown,Sony Creative Products,add some,add some,Picture book,Kids,5 min. per ep.,G,N/A,61,0,The first televised season of Usagi no Mofy. It departs from its original animation style and instead  uses stop-motion with cotton as the medium.
,ｳｻｷﾞとｶﾒ,Music,1,Finished Airing,"Oct 19, 2011",,add some,add some,add some,Unknown,Music,5 min.,G,N/A,221,0,A music video representing the classic story about rabbit and tortoise racing.
,うさぎと亀の交通安全,OVA,1,Finished Airing,2008,,add some,add some,Toei Animation,Unknown,"Drama, Fantasy, Kids",13 min.,G,N/A,113,0,An educational film about traffic safety staring the Tortoise and the Hare.
,ウサハナ 夢見るバレリーナ,Special,7,Finished Airing,"Oct, 2006 to Dec, 2006",,Sanrio,add some,add some,Unknown,Kids,7 min. per ep.,G,N/A,256,1,"Based on a Sanrio product.

Hana is a sweet rabbit with a passion for ballet. She is admitted to an important ballet academy in Etoile Island. "
,うさまる,ONA,12,Finished Airing,"Aug 5, 2016 to Oct 21, 2016",,add some,add some,Craftar Studios,Unknown,Comedy,5 min. per ep.,G,N/A,185,1,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.
The Lost Breakfast,失われた朝食,ONA,1,Finished Airing,"Jan 13, 2015",,add some,add some,add some,Original,"Dementia, Psychological",6 min.,PG-13,N/A,183,1,"A businessman happily goes about his carefully prepared morning routine. One day, this routine is suddenly interrupted."
,心霊恐怖レポート うしろの百太郎,OVA,2,Finished Airing,"Aug 21, 1991 to Oct 21, 1991",,add some,add some,add some,Unknown,"Horror, School, Supernatural",1 hr. per ep.,None,N/A,233,0,"Horror OVA based on the manga by Jirou Tsunoda. The title roughly means ""Hyakutarou behind"". 

A boy named Ichitarou Ushiro deals with various horrifying phenomena with the help of his guardian spirit Hyakutarou. 

2 episodes: ""Kokkuri Satsujin Jiken"", ""Yuutai Ridatsu"". 

(Source: AniDB) "
,うしろのせきのオチアイくん,OVA,1,Finished Airing,"Dec 8, 1995",,add some,add some,Toei Animation,Unknown,"Kids, School",46 min.,G,N/A,146,0,"Based on a well known children's book by Takeda Miho.

Follows a school bully Ochiai-kun and a shy girl Okada Miho-chan in their normal school days."
,うしわかまる,OVA,4,Finished Airing,Not available,,add some,add some,add some,Original,"Historical, Kids",12 min. per ep.,G,N/A,53,0,"A time-slipped Ushiwakamaru (the childhood name of Minamoto no Yoshitsune, a military commander of the Minamoto clan and is known as one of the strongest samurai in the history of Japan) arrives in modern day Japan and has to learn traffic safety, bicycle traffic safety, disaster prevention, and kidnapping prevention."
,うたの歌,Music,1,Finished Airing,"Oct 3, 2011",,NHK,add some,add some,Original,"Kids, Music",2 min.,G,N/A,38,0,Music video for the song Uta no Uta by singer Ayako Ikeda and violinist Emiri Miyamoto that was featured on NHK's Minna no Uta program. The video was animated by Osamu Sakai.
Cry for Our Beautiful World,美しい地球をよごさないで,OVA,1,Finished Airing,"Mar 24, 1995",,add some,add some,add some,Picture book,Drama,28 min.,G,N/A,120,0,Nana is a 3rd grader who finds a strange picture book. She's able to jump into the book and be friends with the girl in it as they traveled around the work. She learns about the innocent cries of children all around the world suffering from pollution. The video has some live action segements.
,美しいメッセージ,OVA,1,Finished Airing,2001,,add some,add some,add some,Unknown,"Drama, Kids",27 min.,G,N/A,120,0,An educational film about discrimination in Japan.
,宇宙皇子,Movie,1,Finished Airing,"Mar 11, 1989",,add some,add some,Nippon Animation,Light novel,"Adventure, Demons, Fantasy",1 hr. 20 min.,PG,N/A,669,0,"In the chaos of the Jinshin-no-Ran civil war of 762, a child with a small horn in his forehead was born. The child's mother condemned him as an oni and cast him away. An elderly shūgenja woman claimed the child and named him Utsunomiko, or 'Divine Child of the Heavens', telling Miko that his horn smybolizes the union of heaven and earth. Miko matured in the wilderness learning the ways of Shugendō, and soon started venturing into villages out of curiosity. He found that the common people of the villages live in poverty and suffering, and began using his spiritual powers to help them. But his anger at the self-serving rulers and their petty power-struggles grew until he came into open conflict with the Imperial Court, setting Miko down a long path as a champion of the oppressed.

(Source: Wikipedia)"
,伝染るんです。,OVA,3,Finished Airing,"Aug 21, 2009 to Oct 23, 2009",,Toho,add some,DLE,Unknown,Comedy,30 min. per ep.,None,N/A,302,1,"An anime adaptation of Sensha Yoshida's Utsurun Desu. four-panel ""nonsensical"" gag comedy manga. The manga used a stable of off-the-wall characters to tell jokes that defied logic or reasoning. The original manga ran in Shogakukan's Big Comic Spirits magazine from 1989 to 1994. 

(Source: ANN)"
