name_english,name_japanese,show_type,episodes,status,aired,broadcast_time,producers,licensors,studios,source,genres,episode_length,rating,score_and_scorers,members,favorites,description
Lord of Lords Ryu Knight Adeu's Legend II,覇王大系リューナイト アデュー・レジェンドⅡ,OVA,3,Finished Airing,"Dec 18, 1995 to Apr 25, 1996",,add some,add some,Sunrise,Unknown,"Action, Adventure, Fantasy, Mecha",30 min. per ep.,PG-13,"6.04, 188",687,0,Continuation of the series.
,一粒に変わらぬ愛をこめて,ONA,1,Finished Airing,"Jun 1, 2013",,add some,add some,Studio 4°C,Unknown,"Magic, Slice of Life",2 min.,G,"6.04, 1140",2198,1,"A special animated movie to commemorate the 100th anniversary of ""Morinaga Milk Caramel""."
Holy Knight,Holy Knight (ホーリーナイト),OVA,2,Finished Airing,"Mar 21, 2012 to May 25, 2012",,Cammot,Media Blasters,Lilix,Manga,"Ecchi, Fantasy, Supernatural, School, Vampire, Seinen",30 min. per ep.,R+,"6.04, 15666",35409,45,"The story centers around a timid orphan named Mizumura Shinta who goes to a missionary school in Tokyo. His seemingly normal life changes when a beautiful half-human Romanian girl named Lilith suddenly transfers into his school. Mizumura discovers that he is actually a vampire hunter and the successor of the Romuald lineage.

(Source: ANN)"
Sorcery in the Big City,いたずら魔女と眠らない街,ONA,1,Finished Airing,"Dec 1, 2017",,XFLAG,add some,SANZIGEN,Original,"Action, Police, Magic, Fantasy",40 min.,G,"6.04, 1419",3556,4,"The story is set in New York which is lit up with Christmas lights. Tokyo Metropolitan Police officer Akari Kido is directing traffic while on her international exchange training program, when a witch-like character pulls a ""Christmas Party"" prank. Just before a runaway trailer truck smashes into Akari, a mysterious girl suddenly appears and shouts, ""I'm going to protect New York and Akari!""  

(Source: ANN)"
,かみさまみならい ヒミツのここたま,TV,139,Finished Airing,"Oct 1, 2015 to Jun 28, 2018",Thursdays at 17 55 (JST),"TV Tokyo, Lantis",add some,OLM,Original,"Fantasy, Kids, Magic, Slice of Life",24 min. per ep.,PG,"6.04, 176",2385,10,"Cocotama are tiny gods born from the thoughts and feelings of objects that people use with great care. The fact that Cocotama wear part of the egg they hatch out of as underwear is proof that they are still apprentices. The Cocotama use a mysterious magic, and they train hard to be of use to humans and to become full gods. They live inside human houses and stealthily move around to help humans find things they have lost, although they make many mistakes.

(Source: ANN)"
,KAWASAKI Frontale×天体戦士サンレッド,Special,4,Finished Airing,"Feb 6, 2009 to Feb 27, 2009",,add some,add some,AIC ASTA,Manga,"Comedy, Parody, Seinen, Sports, Super Power",2 min. per ep.,PG-13,"6.04, 137",553,0,A collaboration between Tentai Senshi Sunred and the J. League football team Kawasaki Frontale.  The members of the team appeared in these specials and voiced themselves.
,きまぐれロボット,TV,10,Finished Airing,"Dec 22, 2004",Unknown,Beyond C.,add some,Studio 4°C,Unknown,"Comedy, Fantasy, Sci-Fi",2 min. per ep.,PG,"6.04, 938",2019,0,"A brilliant, slightly crazy, and extremely eccentric scientist toils away his days in his lab, creating robots to carry out different tasks. A robot to grant three wishes, a robot to help you write your diary, a robot that intentionally misbehaves in order to keep its master from becoming bored… the robots are each built for a very specific purpose, and can’t really do much of anything else. Luckily for mankind, however, these robots are much more useful than they appear to be at first glance… most of the time, anyway. 

(Source: ANN)"
A Komaneko Christmas The Lost Present,こまねこ のクリスマス　―迷子になったプレゼント―,Movie,1,Finished Airing,"Nov 7, 2009",,dwarf,add some,add some,Unknown,"Comedy, Fantasy",20 min.,G,"6.04, 147",387,0,"Komaneko is a female kitten who lives with her grandfather in their mountain home, where Komaneko loves to make handicraft. Komaneko is looking forward to Christmas when she can see her papa and mama, and an early present arrives at her home. The present is a cute doll, but included with the doll is a letter, ""We can't be home for Christmas."" Despondent but determined, Komaneko and her friend, Rajiboo set off on an adventure together.

(Source: ANN)"
Kung Fu Cooking Girls,功夫料理娘,ONA,1,Finished Airing,"Jul 4, 2011",,add some,add some,Wolf Smoke Studio,Original,"Action, Ecchi, Martial Arts, Fantasy",8 min.,PG-13,"6.04, 148",361,1,"A young, starving traveler finds himself in the middle of a kung fu fight between two food vendors who try and entice him to eat at their shops."
,るんは風の中,OVA,1,Finished Airing,"Apr 13, 1985",,add some,add some,Tezuka Productions,Manga,"Drama, Romance",24 min.,G,"6.04, 416",899,0,"This is the third episode in the Lion Books Series, in which a boy who has fallen in love with a girl on a poster on the wall starts to look for her. This story depicts the heartache of adolescent first love in a low-key manner."
