name_english,name_japanese,show_type,episodes,status,aired,broadcast_time,producers,licensors,studios,source,genres,episode_length,rating,score_and_scorers,members,favorites,description
,サイレントメビウス／THE MOTION PICTURE,Movie,1,Finished Airing,"Aug 17, 1991",,"Kadokawa Shoten, Imagica, Pioneer LDC, Half H.P Studio, Tokyu Recreation",Bandai Entertainment,AIC,Manga,"Sci-Fi, Adventure, Supernatural",54 min.,PG-13,"6.34, 1333",3689,3,"In a futuristic Tokyo, several policewomen fight a monster. One of them, Katsumi Liqueur, remembers where she saw it before... Katsumi Liqueur, an American-born woman of Japanese descent, travels to Tokyo to visit her mother, Fuyuka, who is sick in the hospital. She takes a shortcut through an alley after her taxi gets stuck in traffic, only to encounter a monster and two policewomen fighting it. Later, she meets their chief, Rally Cheyenne, who, it seems, has been expecting her, though Katsumi has never met her before. The policewomen want Katsumi to help them fight the monster, but Katsumi, who does not want to believe in magic, resists.

(Source: ANN)"
,その花びらにくちづけを りさみや劇場,ONA,10,Finished Airing,"Nov 9, 2012 to Dec 28, 2012",,add some,add some,ChuChu,Visual novel,"Comedy, Romance, School, Shoujo Ai, Slice of Life",10 min. per ep.,PG-13,"6.34, 862",5618,10,"Short picture episodes with Risa and Miya from ""Sono Hanabira ni Kuchizuke wo"" visual novel series. "
,蒼天の拳,Special,4,Finished Airing,"May 24, 2007 to Jun 14, 2007",,"TV Asahi, APPP",add some,add some,Unknown,"Action, Martial Arts, Historical, Shounen",30 min. per ep.,R,"6.34, 850",2156,1,"Episodes 16, 17, 18 and 21 of the Souten no Ken anime series, which were not originally aired, but released on DVD. Because of this, these episodes are uncut/uncensored. 

(Source: Wikipedia)"
Tai Chi Chasers,太極千字文,TV,39,Finished Airing,"Apr 29, 2007 to Jan 20, 2008",Unknown,add some,4Kids Entertainment,Toei Animation,Unknown,"Action, Adventure, Fantasy, Magic",27 min. per ep.,PG,"6.34, 326",1157,5,"Tai Chi Chasers focuses on Rai, a young orphan, shocked to discover he's a secret descendent of the Tigeroids: an ancient race of peaceful beings locked in struggle with the ruthless and cunning Dragonoids. In a parallel universe called Suhn, the Tigeroids and Dragonoids are locked in an age-old race to recover 500 lost tai chi symbols. Whoever recovers these precious and potent symbols will possess the ultimate power to rule their realm…and destroy their enemies. Rai must now hone his innate tai chi card skills to fight the Dragonoids, find the lost symbols and battle to become one of the champion Tai Chi Chasers.

(Source: ANN)"
,たまこまーけっと ぺったんこアニメ,Special,6,Finished Airing,"Mar 20, 2013 to Aug 21, 2013",,add some,add some,Kyoto Animation,Original,Comedy,4 min. per ep.,PG-13,"6.34, 8747",22587,8,"Episodes 1-3 focus on Dera welcoming ladies to his bar.
Episodes 4-6 focus on Choi-chan."
,"アイドルマスター ミリオンライブ！""Dreaming!"" Animation PV",Music,1,Finished Airing,"Sep 30, 2015",,add some,add some,A-1 Pictures,Game,Music,1 min.,PG-13,"6.34, 606",1745,1,Animation PV of The iDOLM@STER Million Live! included with the limited edition of release of the single THE IDOLM@STER LIVE THE@TER DREAMERS 01 Dreaming!
,ハムちゃんずと虹の国の王子さま 〜せかいでいちばんのたからもの〜,OVA,1,Finished Airing,"Mar 24, 2004",,Shogakukan-Shueisha Productions,add some,TMS Entertainment,Unknown,"Kids, Adventure, Comedy",45 min.,G,"6.34, 338",1106,1,"Based on the third Hamtaro game (fourth in Japan), Prince Bo falls from the sky when the rainbow disappears. Now Hamtaro and the Ham-Hams must help him bring back the rainbow. 

(Source: Wikipedia)"
Hamtaro Ham-Ham Games,ハムちゃんずのめざせ!ハムハム金メダル 〜はしれ!はしれ!だいさくせん〜,OVA,1,Finished Airing,"Dec 1, 2004",,Shogakukan-Shueisha Productions,add some,TMS Entertainment,Unknown,"Adventure, Comedy, Kids",40 min.,PG,"6.34, 366",1170,1,"Considered the prequel to the fourth Hamtaro game (fifth in Japan). In this tribute to the 2004 Olympics, Hamtaro and the Ham-Hams are tasked by Prince Bo with lighting the everlasting torch to Hamcropolis. However, the Rainbow Girls will not allow this and pursue the Ham-Hams.

(Source: Wikipedia)"
Usavich V,ウサビッチ V,TV,13,Finished Airing,"Dec 5, 2012 to Jul 12, 2013",Unknown,add some,add some,Kanaban Graphics,Original,Comedy,1 min. per ep.,PG-13,"6.34, 884",1683,0,The fifth season of Usavich.
,ピカドン,Movie,1,Finished Airing,1978,,add some,add some,add some,Unknown,"Drama, Historical",9 min.,G,"6.33, 344",739,0,"An animation documentary describing the tragic consequences of the A-bomb explosion in Hiroshima on August 6th, 1945. The flash of the A-bomb, 100 times brighter than the sun, is called ""PICA"", and the enormous shock wave which came right after the flash is called ""DON"". At the time this film was completed, it was the very first attempt in the world to deal with such a sensitive subject of Hiroshima using animation media. Because of this short film, the City of Hiroshima decided to establish the Hiroshima International Animation Festival in 1984, appreciating animation art as an effective medium.

(Source: flickerfest.com.au)"
Pikachu's Great Sparking Search!,ピカチュウのキラキラだいそうさく！,Special,1,Finished Airing,"Aug 1, 2009",,add some,add some,OLM,Game,"Adventure, Comedy, Fantasy, Kids",20 min.,PG,"6.33, 2006",5497,1,"Summer! Everyone is full of energy today. Pikachu and friends play with their beach ball! Pikachu and Pochama are chasing and diving in a river when they drift over and see a metropolis. ""Where are we?"" they said, searching from the rooftops of the buildings. Suddenly, with a bang, jagged-eared Pichu and Muchul collide. The two argue in an angry mood. ""Sparkling is gone! It was the present to give to Kireihana..."" Besides, today is her birthday!? This is troublesome! We must hurry and search. Moreover, Nyarth-tachi are aiming too! Thus, the Great Sparkling Search begins!

(Source: Pocketmonsters)"
Pokemon Pikachu's Ghost Festival!,ピカチュウのおばけカーニバル,Special,1,Finished Airing,"Aug 1, 2005",,add some,add some,OLM,Game,"Adventure, Comedy, Fantasy, Kids",21 min.,PG,"6.33, 1995",5277,3,"Pikachu and his friends have a picnic when they discover a Ghost Festival. The walk in to it, and find out that it is haunted by Ghost Pokemon and other Pokemon such as Koffing, Lickitung, Ditto, and Cubone. Meowth also discovers the Ghost Festival and gets scared out of his mind. Pikachu makes friends with the ghosts, and they work together to make Meowth run out of the Festival.

(Source: ANN)"
Psychogram,DECO*27 - サイコグラム feat. 初音ミク,Music,1,Finished Airing,"Aug 9, 2019",,add some,add some,add some,Music,Music,3 min.,PG-13,"6.33, 118",219,1,Music video for the song Psychogram from DECO*27 6th Album.
,クイーンズブレイド リベリオン,TV,12,Finished Airing,"Apr 3, 2012 to Jun 19, 2012",Unknown,"Genco, Media Factory, AT-X, Hobby Japan","Sentai Filmworks, NYAV Post",Arms,Other,"Action, Adventure, Ecchi, Fantasy",24 min. per ep.,R+,"6.33, 10860",34218,52,"Power corrupts, and it when it appears that the once noble Queen Claudette's ways have turned to oppression and heretical persecution, it's up to a new generation of warriors to step up to the plate armor to bear arms and bare their naked fury in open rebellion! The odds may seem unfairly stacked in favor of the Amazonian ranks of the queen, doubly supported by her power of writ and assassins. But the incredible wits and assets of the dazzling array of daring damsels willing to risk their gorgeous skins and put their lithesome bodies on line against her, might just expose a few unexpected weaknesses in the queen's support! 

(Source: Sentai Filmworks) "
Night Raid 1931 The Prophecy,閃光のナイトレイド 預言,Special,1,Finished Airing,"May 18, 2010",,Aniplex,Sentai Filmworks,A-1 Pictures,Original,"Action, Historical, Military, Super Power",23 min.,R,"6.33, 1695",3552,3,"A recap of Senkou no Night Raid up to the 6th episode, aired on TV instead of the real episode 7 which was broadcast online."
New Year Special It's New Year's! 7 x 7 = 49 Nanas?,お正月だよ! 7×7=49人のナナ?,Special,1,Finished Airing,"Oct 2, 2002",,"TV Tokyo, Genco",add some,A.C.G.T.,Unknown,"Adventure, Comedy, Magic",23 min.,PG-13,"6.33, 172",504,0,"Nana slacks off from studying by going to the shrine on New Year's day.

Panic ensues when Nana discovers that the rest of the Nanas all show up at the same shrine. But things turn to worse when they find out that their New Year's money gets lost in the crowd. It didn't help their cause when they tried an inventive way to make more money.
"
,ちびちび演義 真・恋姫ふらっしゅ～張飛、孫尚香、袁術、三国志するのこと～,Special,1,Finished Airing,"Feb 2, 2011",,add some,add some,add some,Visual novel,"Adventure, Comedy, Ecchi, Fantasy",18 min.,R+,"6.33, 339",1558,0,"A special included in the DVD of Shin Koihime†Musou: Otome Tairan OVA and the BD-BOX of Shin Koihime†Musou: Otome Tairan.
"
,ザ☆ドラえもんズ ドキドキ機関車大爆走！,Movie,1,Finished Airing,"Mar 4, 2000",,add some,add some,Shin-Ei Animation,Unknown,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",17 min.,PG,"6.33, 352",1003,0,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.
,京喰種トーキョーグール：re 第2期,TV,12,Finished Airing,"Oct 9, 2018 to Dec 25, 2018",Tuesdays at 23 00 (JST),"Marvelous, TC Entertainment, Shueisha",Funimation,"Studio Pierrot, Pierrot Plus",Manga,"Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural",24 min. per ep.,R,"6.33, 205558",397210,2027,"After the conclusion of the Tsukiyama Family Extermination Operation, the members of the Commission of Counter Ghouls (CCG) have grown exponentially in power and continue to pursue their goal of exterminating every ghoul in Japan. Having resigned from Quinx Squad, the now seemingly emotionless Haise Sasaki begins taking on more and more tasks from the CCG with no regard to the difficulty. Despite his vacant expressions, Ken Kaneki's memories are resurfacing in Haise, leaving him in a state of internal conflict. Meanwhile, his new coldhearted behavior is affecting the people around him. Quinx Squad are left in shambles, having to cope with the death of one of their members without the support of their former mentor.

Amidst this turmoil, both Quinx Squad and Haise must continue to fulfill their duties to the CCG, whether willingly or not. However, the presence of a mysterious group behind the CCG has been made known to Haise, and certain whispers of corruption have not gone unheard by the Quinx Squad as well.

[Written by MAL Rewrite]"
,true tears ミニキャラ4コマ劇場,Special,7,Finished Airing,"Mar 25, 2008 to Sep 26, 2008",,"Bandai Visual, Lantis",add some,P.A. Works,Original,"Comedy, Parody, School",30 sec. per ep.,G,"6.33, 4238",9569,4,30-second sketches/omakes based around the events of the TV series with little twists.
On A Paper Crane Tomoko's Adventure,つるにのって とも子の冒険,Movie,1,Finished Airing,"Jul 17, 1993",,Mushi Production,add some,add some,Unknown,Drama,27 min.,G,"6.33, 206",607,0,"A young girl named Tomoko visits the Hiroshima Peace Memorial. There she has a mysterious meeting with Sadako, the little girl who was 2 years old when the U.S. dropped the bomb on her city during WWII and 11 when she died from the effects of radiation poisoning. Sadako takes Tomoko on an eye-opening journey.

(Source: AniDB)

"
Spring and Autumn,万界春秋,ONA,56,Finished Airing,"Apr 13, 2020 to Oct 15, 2020",,"Tencent Penguin Pictures, Ruo Hong Culture",add some,add some,Original,"Action, Adventure, Historical, Magic, Romance, Martial Arts, Fantasy",8 min. per ep.,PG-13,"6.33, 144",774,5,"Ye Chen, who is an ancient god, has fallen from the world of the gods to the world of the blue world. Here, hundreds of thousands of countries are standing, and the heroes are fighting for hegemony. Ye Chen has been in this pale blue world for hundreds of years and has established a huge force. In Baizhou Qianguo, the existence of Ye Chen has always been a legend. But the power from the world of the gods slowly extended to the blue world, and a cruel dragon battle is about to begin. In the capital city of Nanzhou, the first battle of Tianbei State, Hong Xu and the Wulong two men of Nanzhou Shuangyuemen Gate competed outside the Huashen Palace, but they were defeated in the hands of Su Xiaoxiao, the group leader of the Huashen Palace. The Northern Army emerged in the eastern part of southern South China and wanted to break South. The defender will disregard the safety of the people of Nanzhou and the hurricane, and intends to open the city gate to surrender

(Source: Narul Donghua)"
Bloody Code,血色苍穹,ONA,26,Finished Airing,"Aug 18, 2017 to Jan 26, 2018",,Tencent Animation & Comics,add some,CG Year,Web manga,"Action, Adventure, Mystery, Horror, Thriller, Fantasy",22 min. per ep.,R,"6.33, 310",1855,6,"Li Mingyang was originally an ordinary office worker. Because of a strange QR code, he was trapped in a killing city. Here everyone is forced to participate in a survival game that is going to kill or be killed. In the process of finding a way out of the city, the mastermind behind the whole incident surfaced step by step."
The irregular at magic high school Get to Know Magic Studies!,よくわかる魔法科！,ONA,6,Finished Airing,"Feb 22, 2014 to Sep 13, 2014",,"Madhouse, Aniplex",add some,add some,Light novel,"Comedy, Magic",3 min. per ep.,PG-13,"6.33, 9636",22914,21,Special introduction videos posted on the official website.
,Mission Extra 「R&B」,Special,1,Finished Airing,"Apr 25, 2007",,Aniplex,"ADV Films, Funimation",add some,Manga,"Action, Sci-Fi, Seinen",25 min.,R,"6.33, 1724",4274,7,"Mylene Hoffman, also known by the code name ""009-1"" is a beautiful cyborg spy. Instructed by her superior ""Number Zero,"" she is assigned to eliminate a Jazz musician who is suspected to be a double agent. However, as she gets closer to the musician, she begins to slowly loses suspicions. Can she complete the mission before she falls in love?

[Written by MAL Rewrite]"
