name_english,name_japanese,show_type,episodes,status,aired,broadcast_time,producers,licensors,studios,source,genres,episode_length,rating,score_and_scorers,members,favorites,description
,魔法少女リリカルなのはViVid スペシャルプログラム,Special,1,Finished Airing,"Jun 26, 2015",,add some,add some,A-1 Pictures,Manga,"Action, Magic, Martial Arts",25 min.,PG-13,"6.12, 659",2361,6,Recap of the Mahou Shoujo Lyrical Nanoha ViVid TV anime.
Sorcerous Stabber Orphen Celestial Artifacts,魔術士オーフェンはぐれ旅 天人の遺産,Special,1,Finished Airing,"May 8, 2020",,add some,Funimation,Studio Deen,Light novel,"Action, Adventure, Drama, Magic, Martial Arts, Fantasy",23 min.,PG-13,"6.12, 1929",5484,4,Unaired episode included in the 2nd volume of the Blu-ray/DVD box.
Cybuster,魔装機神サイバスター,TV,26,Finished Airing,"May 3, 1999 to Oct 25, 1999",Mondays at 18 30 (JST),"TV Tokyo, Bandai Visual, Nihon Ad Systems, Ashi Production","Discotek Media, Geneon Entertainment USA",Production Reed,Unknown,"Adventure, Mecha, Sci-Fi, Shounen",24 min. per ep.,PG-13,"6.12, 679",2441,1," In an enviromentally wrecked future Tokyo, a young man named Ken Ando joins an organization called DC. Little does he realize that his fate and that of Earth will be linked to a mysterious mecha from another world. 

(Source: ANN)"
Maze The Mega-Burst Space OVA,MAZE☆爆熱時空,OVA,2,Finished Airing,"Jul 24, 1996 to Sep 21, 1996",,Kadokawa Shoten,Central Park Media,J.C.Staff,Manga,"Adventure, Comedy, Fantasy, Mecha, Shounen",30 min. per ep.,R+,"6.12, 1063",2714,4,"Maze has gained incredible powers traveling through time and space, but she has also acquired one rather large problem: every night she turns into a really horny man. Unfortunately, Maze must rescue an equally lascivious princess from a mysterious warrior cult. Still, the male version of Maze would rather be chasing tail than rescuing willing princesses. 

(Source: ANN)"
Beyblade Shogun Steel,メタルファイト ベイブレード ZEROG,TV,38,Finished Airing,"Apr 8, 2012 to Dec 23, 2012",Unknown,add some,add some,"Tatsunoko Production, SynergySP",Manga,"Adventure, Sports",12 min. per ep.,PG,"6.12, 4264",9118,14,"Seven years after the Nemesis Crisis, much of the world has been devastated and ruined after the tragic fighting.  As a result, most people lost faith and interest in Beyblading.  Otori Tsubasa, who became leader of the WBBA, made it his life goal to ensure humanity could restore itself, as well as restore the popularity of Beyblading.  He created the Zero-G battling style as a result, and hopes a new generation of bladers will rise up to accept the sport once again.  One of these is a teenager named Zero Kurogane, who aims to become the top blader after having a destined encounter with the hero of the Nemesis Crisis, Ginga Hagane."
Midori-ko,緑子,Movie,1,Finished Airing,"Sep 24, 2011",,Mistral Japan,add some,add some,Original,"Dementia, Drama",55 min.,PG-13,"6.13, 514",2397,6,"One of the must-see gems making its premiere at our festival, Midori-Ko is adored Japanese animator Kurosaka Keita's whimsically nightmarish vision of 21st-century Tokyo on the brink of apocalypse. Ten years in the making and entirely, single-handedly rendered in colored pencil, Kurosaka's fantastical labor of love is a marvel to behold. Emerging from the staggering detail and craft flooding every frame is the story of a young woman who sets out to engineer a dream-food that can put an end to the world's famine. Synthesizing Frederic Back's subtle, haptic textures with Bill Plympton's frenetic mutations and David Lynch's haunting wormholes, Kurosaka’s work still retains its own singular, luminous potency.

(Source: Los Angeles Animation Festival summary)"
,ななみちゃん 第三期,TV,16,Finished Airing,"Aug 4, 2006 to Nov 17, 2006",Unknown,Robot Communications,add some,add some,Unknown,"Comedy, Kids",5 min. per ep.,G,"6.12, 147",461,0,"Michi and her family have just moved into the Happiness House, a huge tree with all sorts of little buildings and houses built on and inside of it. Upon exploring what is to be her new bedroom, Michi finds an odd nut-like object. Before long, a strange creature, Nanami-chan, hatches out of it. The two become fast friends. Together, Michi and Nanami-chan learn all kind of new things, and everyday they meet more eccentric residents of the Happiness House.

(Source: ANN)"
,ああ播磨灘,TV,23,Finished Airing,"Apr 23, 1992 to Oct 1, 1992",Unknown,TV Tokyo,add some,E&G Films,Manga,"Sports, Martial Arts, Seinen",24 min. per ep.,PG-13,"6.11, 339",1270,6,"When Harimanada makes his grand entrance into the world of Sumo, he causes complete uproar throughout the entire arena. The novelty headmask is clearly not a good idea but not content with just ruffling the feathers of all the spectators, he sends the the entire Sumo Association into a frenzy when he arrogantly declares that he will surpass the legendary Futabayama's consecutive run of 69 victories. Should he fail to achieve such a feat, he will immediately retire all together.

Harimanada's impudent remarks cause a huge backlash as every high-ranking Yokuzuna wants the chance to knock him down and humiliate him for showing such arrogance.

Thus begins Harimanada's journey to the top as he battles to topple the entire Sumo hierarchy!"
,亜人戦士,Movie,1,Finished Airing,"Nov 17, 1990",,"Magic Bus, Tokuma Japan",add some,add some,Unknown,"Fantasy, Sci-Fi",1 hr. 40 min.,PG-13,"6.11, 159",1331,0,"In the year 2200 an interstellar war is held where the weapons most frequently used are the psychic capacities. The hero, Zero, son of an earthling and an extraterrestrial, the prince and last survivor of a clan of magicians. He will fight against the army of the Manjidara empire, whose forces are such as its head ambition to control the whole universe.

(Source: AniDB)"
,新たなり深き青,ONA,10,Finished Airing,"Oct 5, 2012 to Dec 7, 2012",,Bandai Visual,add some,Bones,Original,"Slice of Life, Comedy",40 sec. per ep.,PG-13,"6.11, 1283",4928,1,A short anime series that describes the everyday life of Ao and other Eureka Seven Ao characters.
