name_english,name_japanese,show_type,episodes,status,aired,broadcast_time,producers,licensors,studios,source,genres,episode_length,rating,score_and_scorers,members,favorites,description
,こぎつねの交通安全,OVA,1,Finished Airing,"Sep, 1997",,add some,add some,add some,Picture book,"Fantasy, Kids",16 min.,G,N/A,54,0,The three kitsune brothers learn about traffic safety.
,こぎつねのおくりもの,OVA,1,Finished Airing,1993,,Meruhensha,add some,add some,Picture book,"Drama, Fantasy, Kids",30 min.,G,N/A,122,0,Three child kitsune break a precious family portrait an old lady had trying to get the offerings she usually leaves for them. 
,こぎつねの消防隊,OVA,1,Finished Airing,"Sep, 1997",,add some,add some,add some,Picture book,"Drama, Fantasy, Kids",17 min.,G,N/A,109,0,The three kitsune brothers have moved away from the country and into the city. They use their transformation powers to become young men and start firefighting school to become firefighters.
,こぐまのミーシャ,TV,26,Finished Airing,"Oct 6, 1979 to Apr 5, 1980",Unknown,add some,add some,Nippon Animation,Original,"Kids, Adventure, Comedy, Drama",24 min. per ep.,PG,N/A,355,1,"This hilarious and lovable story takes place in the strange animal town of Himadabeya.
One day, a locomotive train carries one bear family - Misha's family - to this town. Since the town animals haven't seen the train for such a long time, they gather to see who is coming. Misha's Papa, thinking this crowd is welcoming them, falls in love with the town and decides to live there. That's how the story begins.
Misha's family adjusts to life in the small town day by day and Misha grows up into a strong boy as part of this funny community.

(Source: AniDB)"
Trusty Ginjiro,硬派銀次郎,OVA,3,Finished Airing,"May 22, 1991 to Nov 20, 1991",,"Bandai Visual, animate Film, Visual 80",add some,add some,Unknown,"Action, Drama, School, Shounen",45 min. per ep.,PG-13,N/A,263,0,"After the death of his elder brother, Ginjiro Yamazaki appoints himself his parents' protector. After transferring to a new school, he gets into a lot of fights.

(Source: The Anime Encyclopedia)"
,恋のスベスベマンジュウガニ,Music,1,Finished Airing,"Aug 1, 2003",,NHK,add some,Creatures Inc.,Original,"Music, Kids",2 min.,G,N/A,91,0,"Music video for the song Koi no Sube-Sube Manjuu Gani by Imakuni? (Tomoaki Imakuni) that was featured on NHK's Minna no Uta program. Imakuni is best known for his work for the Pokémon franchise, but this song has no relation to it. The video features a blend of live-action puppetry, claymation, and various other animation styles."
,こいのぼり,Music,1,Finished Airing,2007,,Nippon Columbia,add some,add some,Original,"Action, Drama, Music",4 min.,PG-13,N/A,84,1,"Music video directed by Mitsuyuki Ishibashi and animation director Kousuke Sugimoto for the song Koi Nobori by JITTERIN'JINN. The song was originally released as a single in 2001 and was included as a bonus track on their 2007 greatest hits album ""8-9-10! (Ver.2)""."
,小犬のプルー,Music,1,Finished Airing,"Feb 4, 1972",,NHK,add some,add some,Original,"Music, Kids",2 min.,G,N/A,112,0,A man plays with his puppy through the different seasons but the dog passes away. The man feels blue that he lost his best friend but doesn't regret the time he spent with it.
,恋して‼ ナマ子ちゃん,TV,Unknown,Finished Airing,"Jan 3, 2015 to ?",Saturdays at 08 00 (JST),add some,add some,Kachidoki Studio,Original,"Slice of Life, Kids",1 min.,G,N/A,207,0,Follows the life of a girl sea cucumber who lives in an aquarium.
,小岩井純水果汁 ぼくらじゅんすい篇,Special,1,Finished Airing,2012,,add some,add some,add some,Original,Music,30 sec.,G,N/A,118,0,A Kirin CM for their Koiwai Pure Fruit Juice line.
Kokomom,コケッコーさん,TV,26,Finished Airing,"Nov 18, 2009 to May 19, 2010",Wednesdays at 16 40 (JST),"Genco, G&G Entertainment",add some,add some,Picture book,Kids,26 min. per ep.,G,N/A,132,0,"Full CG anime series based on artist Karoku-Kobo's series of Kokekko-san picture books. The story about the daily life of Kokekko-san, a motherly egg with chicken features that raises her chicks. Each episode is a 2-part story.

(Source: AniDB)"
,心のキャッチボール,OVA,1,Finished Airing,2005,,add some,add some,add some,Unknown,"Kids, Sports",23 min.,G,N/A,114,0,An educational anime about the importance of having a connection to the community.
,心の花たば,OVA,1,Finished Airing,2001,,Gakken,add some,add some,Unknown,Kids,13 min.,G,N/A,116,0,A sweet story about an old man who went around town planting seeds everywhere in order for flowers to bloom for his granddaughter.
,こころの交響楽,OVA,1,Finished Airing,2002,,add some,add some,Toei Animation,Unknown,"Drama, Kids",43 min.,G,N/A,129,0,An educational film about child abuse in Japan. 
,こころの東京革命,ONA,3,Finished Airing,"Jul 2, 2015",,add some,add some,DLE,Original,Comedy,20 sec. per ep.,G,N/A,64,0,"A studio DLE collaboration with the Tokyo Metropolitan government, aims to improve Tokyoites' public manners and regard for others. 

Three total videos were made and released on the same day.

One video reminds viewers that the Olympics and Paralympics are coming to Tokyo in five years and exhorts them to make Japan ""something they can be proud of."" The campaign emphasizes that adults behave well, because they will set a good example for children, and ""when children change, the future will change too."" 

And another video introduces the series' main characters, Animal Hamaguchi (a former pro wrestler), and his daughter, Kyouko Hamaguchi (a current pro wrestler), who chide a woman for not returning children's greetings. 

(Source: ANN)"
,こころはハレルヤ,Music,1,Finished Airing,"Jun 1, 1998",,NHK,add some,add some,Original,"Kids, Music",2 min.,G,N/A,82,0,"Hallelujah of the heart, the world is filled with great love, great music, and great friends."
,ココロ屋,OVA,1,Finished Airing,2014,,add some,add some,Toei Animation,Unknown,"Kids, Psychological, Sci-Fi",25 min.,G,N/A,425,0,"An educational film about empathy in Japan. In the movie's example, uses a sci-fi twist to show how the hearts of others to the main character in certain situations."
,黒煙,Music,1,Finished Airing,"Feb 28, 2013",,Space Shower Music,add some,add some,Music,"Drama, Music",3 min.,PG-13,N/A,204,0,"Music video for the song ""Kokuen"" by Lyu:Lyu."
,小松左京アニメ劇場,TV,24,Finished Airing,"Oct 19, 1989 to Mar 29, 1990",Unknown,"Bandai Visual, AIC, Mainichi Broadcasting System",add some,Gainax,Original,"Comedy, Parody, Sci-Fi, Space",5 min. per ep.,G,N/A,271,0,The collection of short SF stories.
,小松左京アニメ劇場 特別編,Special,3,Finished Airing,"Mar 23, 1990 to Jun 22, 1990",,add some,add some,add some,Original,"Comedy, Parody, Sci-Fi, Space",5 min. per ep.,G,N/A,85,0,Unaired episodes of Komatsu Sakyo Anime Gekijou that were included on the VHS release. The first 2 eps were on VHS volume 1 and the 3rd ep was on VHS volume 2.
,米の歌,Music,1,Finished Airing,"Feb 1, 1998",,NHK,add some,add some,Original,"Kids, Music",Unknown,G,N/A,59,0,Music video for the song Kome no Uta by Japanese rock band METROFARCE that was featured on NHK's Minna no Uta program. The video was animated by Kouji Nanke.
,昆虫物語 てんとうむChu!とみつばちハッChu!,TV,10,Finished Airing,"Apr 29, 2014 to Jul 8, 2014",Unknown,"VAP, Nippon Television Network, Opera House",add some,Tatsunoko Production,Unknown,Music,2 min. per ep.,G,N/A,221,0,"An animated program featuring members of AKB48, SKE48, NMB48, and HKT48."
,昆虫ニンジャ,Music,1,Finished Airing,"Apr 2, 2008",,NHK,add some,add some,Original,"Kids, Music",2 min.,G,N/A,83,0,A live-action animation hybrid music video showcasing insects with unique camouflage patterns.
,昆蟲つれづれ草,OVA,1,Finished Airing,"Aug 3, 1995",,Tezuka Productions,add some,add some,Unknown,"Kids, Slice of Life",15 min.,G,N/A,289,0,"This animated film is comprised of five themes chosen from Tezuka Osamu's collection of essays ""Essay in Idleness of Insects"" in which he had compiled studies on insects. Although this collection contains mainly academic studies, it also includes records of insect observation that lead to literary conclusions with mysterious or mythical imagery. The five essays are done in different animation techniques, and each episode is followed by a scene with the boy Tezuka Osamu and a swallow-tailed butterfly called ""Oomurasaki."" The film depicts the boy Tezuka Osamu desperately chasing Oomurasaki with his butterfly net, together with what he saw in his dreams. This work was screened at the show ""Tezuka Osamu: Images of the Past and Future"". 

(Source: tezukaosamu.net)"
,こねこの病気,Music,1,Finished Airing,"Jun, 1963",,NHK,add some,add some,Original,"Kids, Music",2 min.,G,N/A,24,0,Music video for the song Koneko no Byouki by Japanese women's chorus sextet Voce Angelica that was featured on NHK's Minna no Uta program. The video features stop-motion animation by Group Claire.
Kongjwi & Patjwi,콩쥐 팥쥐,Movie,1,Finished Airing,"Jan 23, 1978",,add some,add some,add some,Unknown,"Romance, Fantasy",1 hr. 12 min.,G,N/A,33,0,"Kongjui, who had been living alone with her father, welcomes a stepmother and a stepsister called Patchui into her life. When her father is out, the stepmother and Patchui make her do all the housework and the stepmother believes all of Patchui's lies and beats Kongjui mercilessly. When talks of marriage between Kongjui and the son of a respectable family come out one day, the stepmother does everything in her power to get Patchui married to the young man. Unaware of her stepmother's plans, Kongjui runs into the young man in the woods and the two fall in love.

Source: (themoviedb.org)"
,恐龙宝贝之龙神勇士,TV,52,Finished Airing,"Oct 1, 2009 to ?",Unknown,add some,add some,add some,Original,"Action, Sci-Fi, Adventure, Comedy, Kids",12 min. per ep.,PG,N/A,37,0,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.
