name_english,name_japanese,show_type,episodes,status,aired,broadcast_time,producers,licensors,studios,source,genres,episode_length,rating,score_and_scorers,members,favorites,description
,デビルマン,TV,39,Finished Airing,"Jul 8, 1972 to Apr 7, 1973",Saturdays at 20 30 (JST),Dynamic Planning,Discotek Media,Toei Animation,Manga,"Action, Horror, Demons, Supernatural",25 min. per ep.,R,"6.43, 4029",19734,84,"Devilman features Akira Fudo, a shy and timid teenager who has gone mountain climbing in the Himalayas with his father. While in the middle of the expedition, both father and son are killed in a tragic accident. Akira's body is found and possessed by the demon soldier Devilman, who uses his new human form as a disguise in order to fulfill his mission of causing chaos on Earth in order to pave the way for a demonic invasion of the planet.

Before his mission can begin in earnest, Devilman meets Akira's childhood friend Miki Makimura and quickly falls in love with her. Devilman resolves to protect Miki and humanity as a whole by battling against his fellow demons. Demon Tribe leader Zennon becomes greatly angered at Devilman's betrayal and is quick to send Devilman's former comrades to destroy him. The other demons soon learn that Miki is precious to Devilman and he must now work to protect her, as well as protect himself. Will the power of love be able to overcome that of true evil?"
F-Zero GP Legend,F-ZERO ファルコン伝説,TV,51,Finished Airing,"Oct 7, 2003 to Sep 28, 2004",Tuesdays at 18 30 (JST),Studio Jack,4Kids Entertainment,Production Reed,Game,"Action, Sci-Fi, Adventure, Cars, Sports, Mecha, Shounen",23 min. per ep.,PG,"6.43, 1747",7080,54,"Rick Wheeler was a police detective who got into a fatal car accident while pursuing the criminal Zoda. He was placed into artificial coldsleep for 150 years. Wheeler is brought back to life by Jody Summer and Dr. Stewart, who work with a group of good racers who try to keep prize money out of the hands of unsavory people like the Dark Million Organization run by Black Shadow and Deathborn."
,フレームアームズ・ガール,TV,12,Finished Airing,"Apr 4, 2017 to Jun 20, 2017",Tuesdays at 01 05 (JST),"Frontier Works, Pony Canyon, Nippon Columbia, Bandai Namco Games, Kotobukiya",Sentai Filmworks,"Zexcs, Studio A-CAT",Other,"Action, Sci-Fi, Slice of Life, Mecha",23 min. per ep.,PG-13,"6.43, 7996",27872,50,"The story begins when Ao opens a package that arrives at her doorstep. Inside the package is Gourai, a Frame Arms Girl: a small robot capable of independent movement. Gourai is a newly-developed prototype: a Frame Arms Girl equipped with an ""Artificial Self,"" an advanced AI that gives her a personality. Ao is the only one that has activated her. Gourai begins to gather both battle data and emotions, starting a day-to-day life with Ao, who knows nothing about Frame Arms Girls.

(Source: ANN)"
Future Card Buddyfight Triple D,フューチャーカード バディファイトDDD,TV,51,Finished Airing,"Apr 2, 2016 to Mar 25, 2017",Saturdays at 08 00 (JST),Bushiroad,add some,"Xebec, OLM",Card game,Game,23 min. per ep.,PG,"6.43, 998",2763,7,Third season of Future Card Buddyfight.
,風魔の小次郎～風魔反乱篇～,OVA,1,Finished Airing,"Nov 21, 1991",,add some,add some,animate Film,Manga,"Action, Martial Arts, Fantasy, Shounen",50 min.,PG-13,"6.43, 385",1068,4,"After the Chaos war, Kojiro and Ryouma return to earth only to find their clan members killing off each other. 
"
,風魔の小次郎 聖剣戦争篇,OVA,6,Finished Airing,"Sep 21, 1990 to Dec 1, 1990",,Movic,add some,animate Film,Manga,"Action, Martial Arts, Fantasy, Shounen",30 min. per ep.,PG-13,"6.43, 471",1324,16,"Hakuo Gakuin used to be a prestigious high school, and famous for martial arts. However, because its rival school; Seishikan, has been cowardly luring it's superior students, Hakuo was going to decline. 

In order to recover from the situation, the acting principal of Hakuo; Hojo Himeko, sends Yagyu Ranko to the Fuma Village in search of the famous Fuma ninja clan for assistance. The leader of the Fuma sent Kojiro to Hakuo, there he faces the notorious Yasha clan who fights for Seishikan lead by Asuka Musashi. 

Soon Kojiro's comrades arrive and an all-out ninja war postponed for 500 years begins between the 2 clans. (Source: d-addicts)"
Day Break Illusion,幻影ヲ駆ケル太陽,TV,13,Finished Airing,"Jul 6, 2013 to Sep 28, 2013",Saturdays at 23 30 (JST),"Aniplex, Nihon Ad Systems, Bushiroad, Good Smile Company, Asahi Broadcasting",Aniplex of America,AIC,Original,Magic,24 min. per ep.,R,"6.43, 16922",46943,112,"Akari Taiyou is an apprentice fortune teller living with her aunt, uncle, and their daughter Fuyuna. Having lost her mother at a young age, the only thing Akari has left of her is a deck of tarot cards and a dream to follow in her footsteps as a fortune teller.

One night, Akari has a dream of being attacked by a plant monster and witnesses a stronger version of herself defeat it. When she awakens, she discovers to her horror that the monster was actually Fuyuna. But mysteriously, Akari and her relatives soon forget Fuyuna ever existed. After another close encounter with a similar monster, she is rescued by three magical girls: Ginka Shirokane, Seira Hoshikawa, and Luna Tsukuyomi. They explain that they are from the Sefiro Fiore organization, which uses Elemental Tarot power to fight the evil creatures known as ""Daemonia.""

Akari discovers she too is a magical girl and has inherited her mother's power of The Sun card. However, she comes to realize Daemonia are actually people who have been possessed, and she must decide whether to try to save what is left of their humanity or to wipe them from existence. As Akari comes to terms with her grim duty of protecting the world from Daemonia, the bonds of the organization and that of their team will soon be strained when they deal with grave threats from the outside and from within.

[Written by MAL Rewrite]"
Battle Ball,剛Q超児イッキマン,TV,32,Finished Airing,"Apr 13, 1986 to Nov 23, 1986",Unknown,add some,add some,Toei Animation,Manga,"Sci-Fi, Sports",24 min. per ep.,G,"6.43, 165",635,5,"Ikkiman is super human alien, but he doesn't know it. He was raised in a farm by an old couple. When his girlfriend dumps him to become a star, Ikkiman swears to himself that he will become a super star even more famous then her so they can get back together, and so he leaves the farm for the city. There, he interrupts the match of the Battle-ball team ""Blue Planets,"" the battle-ball champions of the earth, and decides to join them with his superhuman discovered abilities. With the Blue planets, Ikkiman will play against alien enemy's for the title of champion and for the sake of the planet Earth."
Neighborhood Story The Movie,ご近所物語 (1996),Movie,1,Finished Airing,"Mar 2, 1996",,add some,add some,Toei Animation,Original,"Comedy, Drama, Romance",30 min.,G,"6.43, 593",2156,3,"An alternate retelling of the beginning of the original series.

Mikako and Tsutomu lived next door to each other since they were little. They both attend an art school, where Mikako is pursuing her dream of being a fashion designer.

They formed a club called Akindo with several of their friends. Akindo participates in flea markets, where they sell their creations—clothes, dolls, and artwork."
Happiness!,はぴねす！,TV,12,Finished Airing,"Oct 6, 2006 to Dec 22, 2006",Unknown,Delfi Sound,Maiden Japan,Artland,Visual novel,"Comedy, Harem, Magic, Romance, School",25 min. per ep.,PG-13,"6.43, 13879",31697,50,"Kamizaka Haruhi having been rescued when she was young by a mage, longed to be a mage herself, so she enrolled into a special school that allows regular and magic classes into two different sections. Together with her rival/best friend, Hiiragi Anri, they study magic together while she is searching for the boy that saved her years ago, to give him a Valentines' chocolate.

(Source: ANN)"
I'm glad I could keep running.,走り続けてよかったって。,TV,4,Finished Airing,"Oct 9, 2018 to Oct 30, 2018",Tuesdays at 02 40 (JST),"DAX Production, Twin Planet",add some,Signal.MD,Original,"Drama, Slice of Life",15 min. per ep.,PG-13,"6.43, 3491",9525,15,"Minato visits a recitation at an anime event with his friend. He is captivated by the voice actors' performances and decides to enroll in Suidoubashi Animation Academy. There, he meets Chikako, who used to live in the room he is moving into and who left a message in a USB drive. Minato, who aims to be a voice actor but is unable to put himself into the role, and Chikako, who lives with a past trauma, encourage one another and try to improve themselves. With the help of seniors such as Ryouta and Kei watching over them, they try to mature. As they stumble and worry, what lies ahead for them both?

(Source: MAL News)"
,ひめゆり,Movie,1,Finished Airing,"Jun 23, 2012",,"Himeyuri Alumnae Incorporated Foundation, ASIA Documentary Productions",add some,add some,Original,"Drama, Historical",31 min.,G,"6.43, 196",800,0,"The 30-minute film centers around a group of high school nurses called Himeyuri who served during the Battle of Okinawa during World War II.

The Himeyuri Alumnae Incorporated Foundation, which runs the Himeyuri Peace Museum in Okinawa, produced the film with the aim to convey the experiences of those high school nurses, many of whom lost their lives during the battle, to children.

(Source: ANN) "
,アイドリッシュセブン特別番組 キミと振り返らないと!,Special,1,Finished Airing,"Apr 1, 2018",,add some,add some,TROYCA,Game,Music,23 min.,PG-13,"6.43, 319",1694,4,Special recap episode of IDOLiSH7.
The House,집,Movie,1,Finished Airing,"Mar 17, 2011",,add some,add some,add some,Unknown,"Kids, Drama, Fantasy",1 hr. 22 min.,G,"6.43, 144",473,0,"The House, which echoes of the wildly surreal worlds seen in Spirited Away, focuses on Ga-young, a young woman who moves to an old town where she meets Zipsin, the spirit of a house that is soon to be demolished. Whisked away on an enchanted adventure, Ga-young and Zipsin seek out a new spirit who may be able to help them—and together, they hatch a scheme to save the house from those who don't believe in its magic."
