name_english,name_japanese,show_type,episodes,status,aired,broadcast_time,producers,licensors,studios,source,genres,episode_length,rating,score_and_scorers,members,favorites,description
,VAMPIRE HOLMES,TV,12,Finished Airing,"Apr 4, 2015 to Jun 20, 2015",Saturdays at 01 55 (JST),CUCURI,add some,Studio! Cucuri,Game,"Mystery, Comedy, Supernatural",3 min. per ep.,PG-13,"3.39, 5415",15748,36,"The great detective Holmes does not solve mysteries or use deductive reasoning. He does, however, hunt vampires. Using three-minute episodes, Vampire Holmes retells the story of the great Holmes and his assistant. What begins as an ordinary detective agency takes a turn for the occult when the Metropolitan Police of London secretly hire Holmes and Hudson to investigate vampires.

Or at least that's what Holmes would tell anyone who asks. In reality, he and Hudson spend most of their time sitting around arguing, and failing to solve any cases. Joined by the not-so-black, demon cat Kira, and their terrifying rent-hungry landlady, this is the story of the man who was most definitely not London's greatest detective."
,WITHIN THE BLOODY WOODS,ONA,2,Finished Airing,"May 22, 2006 to Aug 5, 2006",,add some,add some,add some,Original,Horror,2 min. per ep.,R,"3.39, 1327",2032,0,"A man wanders lost in the forest when he happens upon another person. At first thinking the stranger is injured, the man quickly realizes that isn't the case. The stranger, in fact, isn't even human—he's a zombie! Suddenly finding himself in danger, the man pulls out a machete to fight. The lost man must now defend himself against the dangers lurking in the forest...

[Written by MAL Rewrite]"
Anal Juke Anal Juice,肛門的重苦 Ketsujiru Juke,Music,1,Finished Airing,"Apr 23, 2013",,add some,add some,add some,Unknown,"Music, Comedy, Dementia",2 min.,R+,"3.38, 642",987,1,Short film by Sawako Kabuki.
,スクラップ・ダイアリー,Movie,1,Finished Airing,2002,,add some,add some,add some,Original,Dementia,4 min.,R+,"3.36, 699",1197,0,An abstract work by Keichii Tanaami.
,パンツァードラグーン,OVA,1,Finished Airing,"Oct 25, 1996",,add some,add some,Production I.G,Game,"Adventure, Fantasy",27 min.,PG-13,"3.31, 1183",2286,3,"Legends speak of a Dark Tower with a race of dragons that awaits the command to arise and wreak havoc. At least Kyle used to believe they were only legends until his lady, Alita, is stolen by the Black Dragon! 

Now Kyle must form an alliance with Blau, a blue dragon, in order to rescue her before she becomes the catalyst for the Dark Tower's final program: the complete destruction of the world!

(Source: AniDB)"
,BORN BY MYSELF,ONA,1,Finished Airing,2005,,The Village of Marchen,add some,add some,Original,"Dementia, Psychological",6 min.,PG-13,"3.30, 988",1907,1, A dark surreal film of several creatures metamorphorphing inside a room. A stop motion animation film from the minds of Kobayashi Masahide and Keita Funamoto of The Village of Marchen
,ねんどのたたかい２,ONA,1,Finished Airing,"Jan 21, 2004",,add some,add some,add some,Original,"Action, Comedy",1 min.,PG-13,"3.27, 1261",1833,3,"Two men are playing rock-paper-scissors, but this version has a painful twist: whoever loses the round will be whacked on the head with a mallet. A bowl will offer them protection from the blow but only if they are quick enough to grab it. Tension builds as the game begins. What will the outcome be?

[Written by MAL Rewrite]"
,001,ONA,1,Finished Airing,"Feb 7, 2013",,add some,add some,add some,Original,Comedy,37 sec.,G,"3.26, 5963",8441,6,Short animation by Masaki Okuda.
,しげる,ONA,1,Finished Airing,"Jun 14, 2014",,add some,add some,add some,Original,"Comedy, Dementia",10 sec.,R+,"3.25, 740",1198,4,Short animation by Sawako Kabuki.
,ねんどのたたかい,ONA,1,Finished Airing,"Jan 28, 2004",,add some,add some,add some,Original,"Action, Comedy",1 min.,PG,"3.21, 1479",2167,3,"The red clayman is bored... and apparently, he has nothing better to do than bother the yellow clayman."
,トゥインクル NORA(ノーラ) ロック・ミー!,OVA,1,Finished Airing,"Nov 21, 1985",,Filmlink International,add some,add some,Manga,"Action, Sci-Fi",29 min.,PG-13,"3.16, 1302",2511,8,"Based on a 1980 manga by Mikuriya Satomi, this adaptation differs considerably from the original. The story started in its prequel was completed with this second OVA. "
Psychic Wars,捜獣戦士サイキック・ウォーズ,OVA,1,Finished Airing,"Feb 22, 1991",,add some,Manga Entertainment,Toei Animation,Unknown,"Action, Super Power, Demons, Seinen",50 min.,R+,"3.14, 1620",3174,7,"Ukyo Rettsu, a surgeon, treats a mysterous old woman for a mysterious ""cancer."" The growth turns out to be a messenger from the ancient past of Japan heralding a demonic invasion of the Earth. Ukyo must go back in time and fight the race of ancient demons. 

(Source: AniDB)"
Good-bye Elvis and USA,Good-by Elvis and USA,Movie,1,Finished Airing,1971,,add some,add some,add some,Original,"Dementia, Music",7 min.,R+,"3.14, 653",1043,0,"A chaotic mixture of hand-drawn animation and magazine cut-outs appropriating American pop culture. With a soundtrack involving music and sounds played in reverse, iconography of war and pop culture are intercut or merged together with images of eroticism and consumption. The film screened at the 3rd Sogetsu Animation Festival 1971.

(Source: Collaborative Cataloging Japan)"
,FETISH DOLL,Movie,1,Finished Airing,2003,,add some,add some,add some,Original,Dementia,4 min.,R+,"3.10, 945",1541,1,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.
,餅兵衛,Movie,1,Finished Airing,2005,,add some,add some,add some,Original,Dementia,57 sec.,PG-13,"3.08, 1682",2462,5,Short film by Kurosaka Keita.
,Shitcom,ONA,1,Finished Airing,"Sep 21, 2012",,add some,add some,add some,Original,"Comedy, Romance",1 min.,PG-13,"2.80, 11538",15303,48,"A beautiful couple is enjoying a lovely dinner together when suddenly the woman's stomach begins to make loud, rumbling sounds. As she attempts to calm the beast in her belly, her partner proposes to her, leaving her both overjoyed and distressed at her situation. The astonishing events of that night now begin to unfold, as a mysterious mass starts to make its way out of her mouth...

[Written by MAL Rewrite]"
Clap Vocalism,人間動物園,Movie,1,Finished Airing,1962,,Kuri Jikken Manga Kobo,add some,add some,Original,Dementia,2 min.,PG-13,"2.78, 2104",3092,2,A story about a human zoo.
Puzzle of Autumn,秋のパズル,Movie,1,Finished Airing,2003,,add some,add some,add some,Original,Dementia,6 min.,R+,"2.68, 978",1497,2,"A short 6-minute movie, containing flashing lights with images and drawings presented to the viewer."
,LOVE BITES,ONA,1,Finished Airing,"Mar 6, 2016",,add some,add some,add some,Original,Horror,2 min.,R,"2.67, 1678",2411,1,A short animation by Nagao Takena made in MMD.
,愛,ONA,1,Finished Airing,"Aug 10, 2012",,add some,add some,add some,Original,Romance,7 sec.,G,"2.64, 1815",2726,5,Short animation by Rapparu.
,ABUNAI SISTERS -KOKO & MIKA-,OVA,10,Finished Airing,"Jan 15, 2009 to Mar 5, 2009",,"Pony Canyon, Fuji TV",add some,Production I.G,Original,"Action, Comedy, Ecchi",3 min. per ep.,R+,"2.52, 2080",4023,24,Computer-animated gag shorts about two female agents.
,NAMI,Movie,1,Finished Airing,2000,,add some,add some,add some,Original,Dementia,3 min.,R+,"2.38, 6483",9206,54,"A woman is enjoying herself in bed until a swarm of fish bursts out from all over her house to disturb her leisure time. Will she decide to resist, or let them crawl inside her and take control?

[Written by MAL Rewrite]"
,コクハク,ONA,1,Finished Airing,"Aug 27, 2015",,add some,add some,add some,Original,Horror,40 sec.,R,"2.32, 2565",3558,7,"Beside a certain building, a girl appears to meet an important person. She is shy and carefully prepares herself before delivering what she has come to convey. Reaching behind her back, she lets her feelings come forth... But is it a confession of love, or something else entirely?

[Written by MAL Rewrite]"
Mars of Destruction,破滅のマルス,OVA,1,Finished Airing,"Jul 6, 2005",,"Idea Factory, King Records, Design Factory",add some,WAO World,Visual novel,"Sci-Fi, Horror",19 min.,R,"2.24, 34840",49065,271,"Several months after a probe returning from Mars burns up during reentry, strange creatures dubbed ""Ancients"" begin to appear throughout Tokyo. Aggressive and dangerous, they cannot be killed with ordinary weapons. As scientists struggle to find the cause of their sudden appearance, the monsters wreak havoc across the world.

Humanity finds hope in the form of the MARS suit—a new weapon developed to take down these enemies. The suit, however, can only be worn by those with specific DNA. Enter Takeru Hinata, an ordinary teen with a troubled past and one of the few capable of piloting the only weapon against the Ancients. With the help of the AAST, a special police force established to defeat the dangerous creatures, the young man battles against demons both personal and global whilst trying to discover the true nature of Earth's new aggressors.

[Written by MAL Rewrite]"
Striking Daughter,打つ娘サユリ,OVA,1,Finished Airing,2003,,add some,add some,add some,Original,"Comedy, Dementia",3 min.,R+,"2.04, 8950",11999,38,"Sayuri is a curious creature who lives on her husband with her equally surreal mother and father. With an antenna-like whip protruding from her head, she is a striking daughter, and her long-awaited time to strike has come. Her family and friends watch eagerly as Sayuri carries out this bizarre ceremony.

[Written by MAL Rewrite]"
,天空断罪スケルターヘブン,OVA,1,Finished Airing,"Dec 8, 2004",,Idea Factory,add some,add some,Game,"Sci-Fi, Mecha",19 min.,PG-13,"1.86, 14756",21889,66,"When a mysterious entity suddenly appears in the center of Tokyo, the Alta Mira Agency is tasked to repel the extraterrestrial threat. Otsuya Funagai must guide his all-female unit of ""Battle Sole"" pilots to take down the strange being no matter the cost. However, his intimate relationship with one of the pilots, Rin Ichikawa, may spell trouble for the team and the mission itself.

[Written by MAL Rewrite]"
