name_english,name_japanese,show_type,episodes,status,aired,broadcast_time,producers,licensors,studios,source,genres,episode_length,rating,score_and_scorers,members,favorites,description
,スナックワールド,Movie,1,Finished Airing,"Dec 19, 2015",,Level-5,add some,add some,Original,"Adventure, Comedy, Kids, Fantasy",8 min.,G,N/A,262,0,The Snack World follows a ragtag group of friends who embark on an adventure together. They live in a land similar to traditional fantasy settings but with certain modern twists like cell phones and convenience stores.
,スナックワールド (TV),TV,50,Finished Airing,"Apr 13, 2017 to Apr 19, 2018",Thursdays at 19 25 (JST),"TOHO animation, Level-5",add some,"OLM, OLM Digital",Original,"Adventure, Comedy, Kids, Fantasy",23 min. per ep.,G,N/A,503,2,"In ""a certain era"" on ""a certain continent,"" banal things are happening. The construction of ""Large-Scale Leisure Facilities"" has demanded that all the villages are to be evicted. When these demands are denied, the village and its residents are obliterated. A boy named Chap once lived in tranquility, but that happiness soon came crumbling down. He decides to embark on a journey of revenge, but soon falls madly in love with the king's daughter, Princess Melora. In order to fulfill her selfish wishes, he gathers his friends in order to overcome the impossible."
Snack World Lenny the Misanthrope,The SNACK WORLD 人嫌いのレニー,Movie,1,Finished Airing,"Dec 17, 2016",,Level-5,add some,add some,Original,"Adventure, Comedy, Fantasy, Kids",10 min.,G,N/A,225,0,The Snack World follows a ragtag group of friends who embark on an adventure together. They live in a land similar to traditional fantasy settings but with certain modern twists like cell phones and convenience stores.
The Starry Night,The Starry Night,Music,1,Finished Airing,"Apr 4, 2018",,Space Shower Music,add some,add some,Original,Music,4 min.,G,N/A,161,0,Official music video for KONCOS' song The Starry Night which had its EP released on the same day.
The Sunk Sank,The Sunk Sank,Music,1,Finished Airing,"Sep 17, 2009",,Hipland Music Corporation,add some,add some,Music,Music,5 min.,G,N/A,166,0,"A music video for LITE's song ""The Sun Sank."""
,THE THIRD EYE,Movie,1,Finished Airing,1999,,add some,add some,add some,Original,Dementia,4 min.,R+,N/A,48,1,"Beginning with a wrinkle of irregular colors, a psychedelic animation with a finger motif develops. The precision of the drawing of this work deserves special mention."
,ザ・ワールド・オブ・ゴールデン・エッグス,TV,26,Finished Airing,"Jan 7, 2005 to Dec 9, 2006",Fridays at 22 45 (JST),Plus Heads,add some,Studio Crocodile,Original,"Comedy, Parody",13 min. per ep.,PG-13,N/A,647,4,"The citizens of Turkey's Hill model a bizzare American-esque town and engage in non-sequitur behavior.

(Source: ANN)"
,ザ★ファイヤーGメン,Special,1,Finished Airing,1974,,add some,add some,add some,Original,Kids,21 min.,PG,N/A,133,1, Part of Safety Education Anime series.
Sugar Lump,ディス イズ マイ ハウス,Movie,1,Finished Airing,"Nov 1, 2015",,add some,add some,add some,Original,"Comedy, Dementia",13 min.,None,N/A,100,0,"This is a story of an adolescent boy living in a burning house with his parents. He can't drink black coffee yet he refuses his mother's offer of sugar lump. Rejecting his mother's kindness and ignoring his father's concern, he struggles with his own internal conflicts and continues to perform the minor rebellions of youth. Trying to attract the attention of a girl, the boy crashes a stolen motorcycle. In the aftermath of the accident he finds in his pocket a bill stolen from his mother's purse, now changed into a sugar lump. Rather than mend the relationship with his family, he takes the sugar lump to his friends, but they reject him, throwing the sugar lump away.

(Source: airport-anifes.jp)"
,This is not BLUE,Movie,1,Finished Airing,"Jul 29, 2020",,add some,add some,add some,Original,"Dementia, Music",2 min.,PG-13,N/A,121,0,"An experimental film by mareykrap about the color blue. Blue pigment in the natural world is very rare. Instead, what we typically observe is the reflection of blue light waves. How much ""true blue"" really exists in our world? A series of blue images. Or are they?"
,three workers,Music,1,Finished Airing,2011,,add some,add some,add some,Music,Music,3 min.,G,N/A,91,0,"An early animation by Saki Iyori for a class assignment that allows sounds to be seen. Each sound is depicted by a character. It features the song I'm 9 Today by Icelandic experimental musical group Múm from their debut studio album ""Yesterday Was Dramatic – Today Is OK""."
,天荒战神,ONA,80,Currently Airing,"Nov 18, 2020 to ?",,add some,add some,add some,Unknown,"Action, Fantasy, Historical, Martial Arts",8 min. per ep.,None,N/A,30,0,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.
Legend of Sealed Book,天书奇谭,Movie,1,Finished Airing,1983,,add some,add some,Shanghai Animation Film Studio,Original,Adventure,1 hr. 29 min.,G,N/A,63,0,"Yuangong, the deacon, opens the shrine and exposes the holy book to the human world. He also carves the contents of the book on the stone wall of white cloud cave in the mountains. He is then punished by the Jade Emperor to guard the book for life for breaking heaven's law and betraying the holy secret to humankind. In order to pass this holy book to human beings, he must get by the antagonist fox.

(Source: Wikipedia)"
