name_english,name_japanese,show_type,episodes,status,aired,broadcast_time,producers,licensors,studios,source,genres,episode_length,rating,score_and_scorers,members,favorites,description
,映画 妖怪ウォッチ 空飛ぶクジラとダブル世界の大冒険だニャン！,Movie,1,Finished Airing,"Dec 17, 2016",,add some,add some,OLM,Game,"Comedy, Kids, Supernatural",1 hr. 30 min.,G,"6.37, 283",1001,2,Third Youkai Watch movie.
,.hack//Versus タナトスレポート,Special,1,Finished Airing,"Jun 28, 2012",,add some,add some,add some,Game,"Action, Game, Sci-Fi",21 min.,PG-13,"6.37, 2153",6385,2,"Bundled along with a free game, .hack//Versus, on the .hack//Sekai no Mukou ni Blu-ray disc, is a special called ""The Thanatos Report"". This special connects the events of the game with the events of the movie and ""reveal the last truth"". The protagonist of the special is David; a character who also appears in the main movie. The special takes place in both 2024 (the year in which the movie takes place) and 2025 (the year in which the game .hack//Versus takes place). 

(Source: AnimeReviews.co) "
,オリジナルビデオアニメーション アンジェリーク,OVA,3,Finished Airing,"Mar 17, 2004 to Mar 23, 2005",,Yumeta Company,add some,add some,Game,"Sci-Fi, Harem, Drama, Romance, Fantasy, Shoujo",30 min. per ep.,PG,"6.37, 1679",4935,17,"Angelique Limoges and Rosalia de Catargena have been chosen as candidates in a Queen Examination - a test to see who is better qualified to be the next Queen of the cosmos. For this special examination, both girls are given their own continent on a planet. The girls must raise the continents into thriving civilizations and environments. Nine Guardians (who control various elements, such as fire, wind, and water) have been chosen to help the girls raise their continents during the Queen Examination.

(Source: ANN)"
,アップルシード XIII,OVA,13,Finished Airing,"Jun 3, 2011 to Jan 25, 2012",,Jinnis Animation Studios,Funimation,"Production I.G, Welz Animation Studios",Original,"Action, Mecha, Military, Police, Sci-Fi",22 min. per ep.,R,"6.37, 2965",12450,15,"After facing massive destruction from a devastating war, the city Olympus has become the last stronghold as the center of command for the world. In order to protect the city from a group of terrorists known as the Argonauts, former LAPD SWAT member, Deunan Knotts, runs special military forces consisting of Biroids (cloned humans) and her cyborg partner Brialeos. Knotts must protect the city at all costs but is met with difficulties when Al Ceides, the Argonaut leader thought to be dead, resurfaces and causes problems. 

(Source: FUNimation) "
,アヤカシ,TV,12,Finished Airing,"Dec 12, 2007 to Feb 27, 2008",Wednesdays at 11 00 (JST),"Media Factory, AT-X, Enoki Films, 5pb.",Discotek Media,Tokyo Kids,Visual novel,"Action, Sci-Fi, Horror, Fantasy",23 min. per ep.,R,"6.37, 11025",26000,27,"As a child, Yuu Kusaka made a vow upon a shooting star that he would stand on the side of justice and defend the weak. However, the death of one of his friends robs him of the desire to live up to that vow, and he turns a blind eye to the misery of others, using the mysterious power he possesses as a means of making money instead of helping those in need. His days of living only for himself continue, until he's forced to fight for his life against another classmate with powers similar to his. He's saved by a mysterious girl named Eimu Yoake, who also has strange powers.

Eimu reveals that his powers stem from a creature known as an Ayakashi, a parasitic being that grants the user special abilities at the price of slowly draining the life of the host. She helps him fully awaken his own. Now aware of the ayakashi he possesses, Yuu must live up to his childhood vow, putting his ayakashi to use and fend off those who would use their own for evil, all while unraveling the mystery behind the death of his friend. "
,爆走兄弟レッツ&ゴー!! レッツ&ゴースペシャル ミニ四駆レーサー大集合!!,Special,1,Finished Airing,"Dec 30, 1996",,add some,add some,"Production I.G, Xebec",Manga,"Adventure, Cars, Shounen, Sports",1 hr. 35 min.,G,"6.37, 257",772,1,"No synopsis has been added for this series yet.

Click here to update this information."
,バリバリ伝説,OVA,2,Finished Airing,"May 10, 1986 to Dec 16, 1986",,add some,add some,Studio Pierrot,Manga,"Action, Drama, Shounen, Sports",50 min. per ep.,PG-13,"6.37, 169",880,4,"The main character, Gun, rides a customized Honda CB750F cafe racer and eventually evolves into a pro road racer."
Locke the Superman,超人ロック,Movie,1,Finished Airing,"Mar 11, 1984",,add some,"Central Park Media, Sentai Filmworks, Discotek Media",Nippon Animation,Manga,"Action, Sci-Fi, Super Power",1 hr. 59 min.,R+,"6.37, 866",2641,12,"A quiet, polite, lonely immortal esper about which little is known, he is called ""Locke the Superman"", but often denies being so. It is not known where or when he was born, and if asked, Locke will say he does not remember. It is entirely possible this is true. However, when asked by Cornelia Prim in ""Millennium of the Witch"" which star he was from, Locke replied ""Toa.""

He has appeared at various times throughout the history of the galaxy, either as a direct influence, an indirect influence, or a simple observer. Using his esper abilities, Locke can learn and do most things more quickly than a normal human. His power also allows him to remain eternally young, or even turn himself into a child again to be adopted by kind-hearted families. It is speculated he remains youthful as an excuse not to take responsibility for whatever cause he is approached for, since no one expects youths to have such responsibilities.

(Source: Wikipedia)"
,サイボーグ009VSデビルマン,OVA,3,Finished Airing,"Nov 11, 2015",,"Lantis, Half H.P Studio",add some,"Actas, Bee Media",Original,"Action, Sci-Fi, Super Power, Demons, Supernatural, Shounen",31 min. per ep.,R,"6.37, 5173",10335,16,"After discovering the existence of demons in Tokyo, the original Cyborg crew led by Dr. Gilmore find themselves in conflict with Devilman, a strong demon believed to be in league with the war-profiteering terrorist organisation, Black Ghost. Meanwhile, a bigger threat emerges when Dr. Adams, a Black Ghost scientist unleashes his new line of high teen Cyborg models against 009 and his friends.

(Source: ANN)"
,ドラミちゃん ミニドラSOS!!!,Movie,1,Finished Airing,"Mar 11, 1989",,add some,add some,add some,Unknown,"Kids, Fantasy",40 min.,G,"6.37, 154",408,0,"This episode is set in the future where the main characters from Doraemon are all grown up and have kids. Minidora (mini doraemon) accidently gets delivered to the Nobita's future house. The sons of Jyaiyan, Suneo and Nobita plays with Minidora with the special goods he brings out of his pocket. But trouble happens when they ran away from Dorami, who came to retrieve Minidora. 

(Source: ANN)"
,エクスドライバー the Movie,Special,3,Finished Airing,"Apr 20, 2002",,"Bandai Visual, Genco",add some,add some,Unknown,Comedy,4 min. per ep.,PG-13,"6.37, 270",866,0,"Three short bonus shorts featured with the movie, featuring Lisa, Lorna and Souichi in events set just before where the movie takes off. These bonus shorts are done in comedic style, mainly with camera pans and zooms on still images.

(Source: Wikipedia)"
,エグザムライ戦国,TV,24,Finished Airing,"Jan 11, 2009 to Jun 25, 2009",Unknown,add some,add some,TMS Entertainment,Other,"Action, Sci-Fi, Martial Arts, Samurai",12 min. per ep.,PG-13,"6.37, 503",3672,5,"The Examurai Sengoku anime production depicts the members of the EXILE group as futuristic samurai that are transported back in time to Japan’s sengoku (warring states) period. The anime character renditions of the EXILE members were designed by manga creator Hiroshi Takahashi (Crows, Worst). 

(Source: AniDB)"
Final Fantasy The Spirits Within,ファイナルファンタジー,Movie,1,Finished Airing,"Jul 2, 2001",,Sony Music Entertainment,add some,Square Enix,Game,Sci-Fi,1 hr. 40 min.,PG-13,"6.37, 45128",64550,57,"The year is 2065, and the planet of Earth is far removed from the place that it was in the past. Deadly alien creatures known as Phantoms have appeared all over the planet, and mere contact with these entities is lethal, whether it be an instant death or a prolonged decline. In order to try and salvage what little of the human race is left, large force-field barriers have been constructed around certain cities to repel the Phantoms.

Seeking a more permanent solution to this invasion are scientists Aki Ross and her mentor, Dr. Sid, whose investigations have revealed that there exists a form of spiritual, Gaia energy that can eradicate the Phantom's presence from this world. Aki and Sid aren't alone in their quest through Final Fantasy: The Spirits Within; the human council and the military squad ""Deep Eyes"" are ready to help. Not everyone is convinced of this plan though.

Aki, Sid, Grey, and their allies have to band together against forces both alien and human if they are to have any chance at restoring peace to Earth. An enemy whose mere touch is fatal, the Phantoms appear the more dangerous enemy, but as they will come to find out, their human nemeses are also not to be trifled with."
