name_english,name_japanese,show_type,episodes,status,aired,broadcast_time,producers,licensors,studios,source,genres,episode_length,rating,score_and_scorers,members,favorites,description
This Mayonnaise is too Liquid.,このマヨネーズはゆるすぎる,Movie,1,Finished Airing,2002,,add some,add some,add some,Original,Dementia,2 min.,G,"4.63, 217",413,2,"Everything is liquid in this world, like the mayonnaise.

(Source: Official website)"
Wake Up,覚めろ,Movie,1,Finished Airing,1992,,add some,add some,add some,Original,Dementia,3 min.,R+,"4.63, 376",728,1,"Short film from animator Tsuji Naoyuki, who is known for his use of both charcoal and puppet animation.  Wake Up is a dark and brooding animation epitomizing his story telling style by combining serene worlds and childlike images with darkness and nightmarish scenes."
UNDER THE DOG Anthea-chan,UNDER THE DOG アンシアちゃん,ONA,1,Finished Airing,"Aug 8, 2015",,add some,add some,Kinema Citrus,Original,"Action, Comedy, Parody",3 min.,PG-13,"4.63, 1585",3814,0,Surprise special for the 1 year anniversary for Under the Dog's Kickstarter campaign.
Squid Festival,納涼アニメ 電球烏賊祭,Movie,1,Finished Airing,1993,,add some,add some,add some,Original,"Psychological, Dementia, Horror",5 min.,PG-13,"4.62, 289",568,0,"Death is the gateway to birth. The deceased crosses the line to join the kingdom of the dead. He sees there the dance of the sperm and the egg. He is drawn towards the sky. This is the path to the afterlife.

(Source: starandshadow.org.uk)"
,僧侶と交わる色欲の夜に…,TV,12,Finished Airing,"Apr 3, 2017 to Jun 19, 2017",Mondays at 01 00 (JST),"Kujou-kun no Bonnou wo Mimamoru-kai, Cloud22",add some,Seven,Manga,"Drama, Ecchi, Romance",3 min. per ep.,R+,"4.62, 11823",34892,106,"At a high school reunion, Mio Fukatani reunites with a classmate she has not seen in years—Takahide Kujou. She had always wanted to know more about the kind-hearted boy in high school, but once she realizes that Kujou has become a monk, she believes that any chance of getting to know him romantically is slim. Deciding to drink away her sorrows, she ends up walking home drunk, and surprisingly, running into Kujou who helps her get home.

However, once inside, Kujou's lust for Mio becomes apparent and the two share an erotic night of passion. As this steamy romance blossoms between these two unlikely lovers, Mio and Kujou will undoubtedly spend many nights together in utter ecstasy.

[Written by MAL Rewrite]"
,ウルダ,ONA,5,Finished Airing,"Jan 5, 2002 to Jan 5, 2003",,add some,Media Blasters,Romanov Films,Unknown,"Action, Historical, Military, Sci-Fi",6 min. per ep.,PG-13,"4.62, 1526",3319,3,"This fictional story took place in Europe around 1943. At that time Nazi secretly plotted a plan called Urda. Two agents, Janet and Erna received a task to investigate and prevent the completion of the secret plan.

(Source: AniDB)"
,WAKIE WAKIE ～music video vol.1～,Music,1,Finished Airing,"Jan 9, 2015",,Studio Binzo,add some,add some,Unknown,Music,1 min.,G,"4.62, 254",421,0,Music video by Studio Binzo.
"Gentle Whistle, Bird and Stone",やさしい笛、鳥、石,Movie,1,Finished Airing,2005,,add some,add some,add some,Original,Dementia,3 min.,G,"4.62, 220",423,2,"A lot of wrong may happen, but no problem. A whistle, a bird, a stone, a human, they are gentle.

(Sorce: Official website)"
,a_caFe,Music,1,Finished Airing,2002,,add some,add some,add some,Original,"Fantasy, Music",41 sec.,G,"4.62, 413",718,0,Independent animation by Hotchi Kazuhiro.
Chicken Papa,チキンパパ,ONA,1,Finished Airing,"Mar 30, 2010",,add some,add some,add some,Original,Comedy,1 min.,G,"4.62, 329",561,6,A rooster who happens to be a father.
