name_english,name_japanese,show_type,episodes,status,aired,broadcast_time,producers,licensors,studios,source,genres,episode_length,rating,score_and_scorers,members,favorites,description
Cockroach Princess,ゴキブリ姫,ONA,1,Finished Airing,"Nov 20, 2015",,add some,add some,add some,Original,Sci-Fi,1 min.,G,"5.51, 132",296,0,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.
,へんたつ,Special,1,Finished Airing,"Mar 28, 2020",,add some,add some,Yaoyorozu,Original,"Adventure, Mystery",1 min.,G,"5.51, 193",426,0,Short narrated recap of Hentatsu (TV).
The Battle of the Malay Sea,マレー沖海戦,Movie,1,Finished Airing,1943,,add some,add some,add some,Original,"Historical, Military",26 min.,G,"5.51, 108",285,1,A war propaganda film by Oofuji Noburou.
,マスター・オブ・トルク3,ONA,1,Finished Airing,"Apr 27, 2016",,add some,add some,Shimogumi,Original,"Action, Sci-Fi",20 min.,G,"5.51, 114",431,0,"At the end of the Four Seasons: Fuuka and Nanami episode, a trailer was shown announcing a 3rd season of Master of Torque being released in 2016."
,,Movie,1,Finished Airing,"Apr 26, 2016",,Decovocal,add some,add some,Original,Dementia,5 min.,G,"5.51, 233",475,1,An animated short film produced by past students of Taku Furukawa based on colors.
Dokuro the Ghost,オバケのどくろう,ONA,1,Finished Airing,"Mar 4, 2015",,Cyclone Graphics,add some,add some,Original,"Kids, Supernatural",11 min.,G,"5.51, 493",1097,0,"Back alley of candy shop which everybody has called it ""Alley of ghosts."" Gacharico the Ghost lives there, but it's a secret that only little Miku, from the family candy shop, knows. The content of the capsules appear to be ordinary toys, but inside Gacharico the Ghost, live an abundant of other ghosts, each with their own personality. Even today, the ghosts are using all their powers to try to inspire awe and feelings in the children around them.

(Source: Official website)"
,One Room セカンドシーズン -extra-,Special,1,Finished Airing,"Nov 30, 2018",,add some,add some,Zero-G,Original,Ecchi,11 min.,PG-13,"5.51, 1819",5060,3,One Room 2nd Season  special included on the BD release of the main show. It follows bedroom 'role play' scenarios you have with the girls and dream scenarios you have while asleep near the girls. 
,白い道,Music,1,Finished Airing,"Dec 1, 1983",,NHK,add some,add some,Original,"Music, Kids",2 min.,G,"5.51, 166",325,0,"A song featured in NHK's Minna no Uta, it adapts ""Concerto No. 4 in F minor, Op. 8, RV 297, ""L'inverno"" (Winter)"" aka the winter segement of Vivaldi's The Four Seasons. This is the 2nd MV out of three made for this song and the only animated MV; the first (1975) and third (1985) both use the same live-action footage of children playing in the snow."
Tonpei and Sarukichi,豚平と猿吉,Movie,1,Finished Airing,1932,,add some,add some,add some,Original,Military,8 min.,G,"5.51, 162",299,1,"A lazy pig Tonpei steals food from the monkeys Sarukichi and assaults some of them. After getting beat up, the pig talks to the lion king and lies to him about what happened. The lion comes to put the monkeys back into place and an all out war starts with tanks, guns, and airplanes."
,遠山桜宇宙帖・奴の名はゴールド,OVA,1,Finished Airing,"Jul 25, 1988",,add some,add some,Toei Animation,Unknown,"Action, Sci-Fi",59 min.,PG-13,"5.51, 117",442,0,"This science-fiction anime was inspired somewhat by the life of Kinshiro Toyama (1793-1855), who was first popularized in the 1893 kabuki play ""Toyama no Kinsan."""
Prime Rose,タイムスリップ１００００年　プライム・ローズ,Special,1,Finished Airing,"Aug 21, 1983",,add some,add some,Tezuka Productions,Unknown,"Action, Adventure, Romance, Sci-Fi, Drama",1 hr. 22 min.,R+,"5.50, 360",1113,4,"A devil sends two cities; Kujukuri City in Chiba Prefecture and Dallas in the U.S., to ten thousand years ahead in the future, makes them fight each other, and enjoys watching over the fight. The devil's name is Bazusu. So Tanbara Gai, a member of Time Patrol, fights this devil to stop the atrocity.

(Source: AniDB)"
,With You ~みつめていたい~,OVA,2,Finished Airing,"Dec 25, 2000 to May 25, 2001",,KENMedia,add some,Triple X,Visual novel,"Drama, Fantasy, Mystery, Romance, School",30 min. per ep.,PG-13,"5.50, 299",999,1,"Based on a H-game with the same title released by Cocktail Soft in 1998, With You: Mitsumeteitai focuses on love triangle between the main characters who were childhood friends. They were separated because one of them had to move to Myanmar (an Asian country formerly known as Burma). After six years, they are re-united again and the story begins...

(Source: AniDB)"
,やさしいライオン,Movie,1,Finished Airing,"Mar 21, 1970",,Mushi Production,add some,add some,Picture book,"Fantasy, Kids, Music",27 min.,G,"5.50, 231",521,0,"This is an animated version of Yanase Takashi's picture book featuring the friendship between a mother dog, Muku-muku, who lost her puppy, and the baby lion Buru-buru, who lost her mother. Although Tezuka Osamu planned to create an entire musical animated series for this story focused on the feelings of the mother dog and baby lion, this animated production was the only one never completed. 

(Source: Official Tezuka site) "
"""Parade"" de Satie",サティの「パラード」,Movie,1,Finished Airing,"May, 2016",,add some,add some,"Yamamura Animation, Inc.",Original,"Music, Dementia",14 min.,G,"5.50, 299",601,0,"A Parade for three managers and four performers. 

(Source: Yamamura Animation)"
Legacy of Aru Kararu,アル・カラルの遺産,OVA,1,Finished Airing,"Feb 25, 1993",,Tokuma Shoten,add some,"animate Film, Visual 80",Manga,"Sci-Fi, Space, Seinen",1 hr. 10 min.,R+,"5.50, 250",908,0,"In the 26th century, humans discover a humanoid race living on the distant world GO/7498/2, a dark-skinned, golden-eyed people who seem to eke out a primitive, carefree existence. However, a scout team from Earth discovers that there is more to them than meets the eye--they live in symbiosis with vicious reptilian parasites, and the Terran scientists have upset the delicate natural balance.

(Source: The Anime Encyclopedia)"
,アモン・サーガ,OVA,1,Finished Airing,"Jul 19, 1986",,"Toei Video, Tohokushinsha Film Corporation",Manga Entertainment,Toei Animation,Original,"Action, Adventure, Fantasy",1 hr. 14 min.,R,"5.50, 1870",4380,1,"Set in a world of fantasy and adventure, Amon is a young warrior embarking on a quest to avenge the death of his mother. When the hunt leads him ultimately to the kingdom of Valhiss, Amon enlists in the ranks of the Emperor's army in order to gain an opportunity to exact his revenge. However, a chance encounter with the Princess Lichia, being held captive by the Emperor in an effort to ransom a map away from his main rival, King Darai-Sem, Amon must decide whether to follow his path of revenge or to help rescue the Princess in an effort to save a lost kingdom.

(Source: ANN)"
,安室奈美恵 / 「B Who I Want 2 B feat. HATSUNE MIKU」,Music,1,Finished Airing,"Oct 13, 2015",,Avex Entertainment,add some,add some,Music,Music,3 min.,G,"5.50, 876",1490,3,"Music video for Namie Amuro's ""B Who I Want 2 B"", a track from her album Genic, featuring Hatsune Miku."
,빼꼼- 중국기저귀,Special,1,Finished Airing,2013,,add some,add some,RG Animation Studios,Original,"Comedy, Kids",31 sec.,G,"5.50, 156",355,0,A Backkom commercial featuring him trying to take a photograph in front of a Manneken Pis but keeps getting wet. So he puts a BaKen brand Chinese diaper on the statue when then prevents the statue from leaking onto him thus allowing a him to take the photograph.
,バミューダトライアングル ～カラフル・パストラーレ～,TV,12,Finished Airing,"Jan 12, 2019 to Mar 30, 2019",Saturdays at 22 00 (JST),Bushiroad,Sentai Filmworks,Seven Arcs Pictures,Original,"Music, Fantasy",25 min. per ep.,PG-13,"5.50, 1448",6504,15,"The glittering spotlights. The sparkling, fluffy, cute outfits. The charming voices while dancing with bright smiles. Under the dazzling lights on the big city stage, these would be the mermaid idols who swim and dance freely underwater.

But far from this big city, the girls once lived in the peaceful village of Parrel. These girls, who would not even imagine such a glittering future for themselves, are instead just raising a fuss over the snack cakes they are eating. This is the story of the cheerful daily life of mermaids who strive their hardest everyday.

(Source: Official website)"
,BLAME! (2007),OVA,2,Finished Airing,"Sep 7, 2007",,add some,add some,Production I.G,Manga,"Action, Mecha, Sci-Fi",4 min. per ep.,PG-13,"5.50, 3525",8457,5,"Based on the manga Blame! by Nihei Tsutomu, serialised in Monthly Afternoon.

In a city that is said to have thousands of levels, making it impossible to tell the sky from the ground, the mysterious Killy wanders the bizarre and foreboding levels of this mega-structure, where the boundaries between machine and living organism have been obscured.

(Source: AniDB)
"
,COSMO POLICE ジャスティ,OVA,1,Finished Airing,"Jul 20, 1985",,add some,add some,Studio Pierrot,Manga,"Action, Space, Super Power, Supernatural, Sci-Fi, Shounen",44 min.,PG-13,"5.50, 861",1917,1,"In the future humanity is spread throughout the galaxy. In their efforts to combat criminal espers the Cosmo Police are fortunate to have Justy on their side. However the esper criminals also know this and some of them are making plans for Cosmo Policeman Justy. As their leader says ""There's only one way to kill the most powerful esper in the galaxy"".

(Source: AniDB)"
Butt Attack Punisher Girl Gautaman R,臀撃おしおき娘ゴータマンＲ（リターン）～愛と悲しみのファイナルバトル,OVA,1,Finished Airing,"Oct 24, 1994",,add some,add some,Studio Kikan,Unknown,"Action, Comedy, Ecchi, Parody",46 min.,R+,"5.50, 994",2129,1,"Gootaman is back, and ready to bring justice to the Black Buddha gang who are still terrorizing the PR Academy! Unfortunately her alter ego Mari has fallen in love with the group’s leader Tobishima, who has been tasked with killing the bare bottomed hero! Will their romantic feelings overcome his murderous intent, or is Mari destined to be alone as the scantily-clad champion forever?

(Source: Anime-Planet)"
Hungry Zombie Francesca,フランチェスカ,TV,24,Finished Airing,"Jul 7, 2014 to Dec 15, 2014",Unknown,"Pony Canyon, Bandai Namco Games, Daiichikosho, HeART-BIT, Hokkaido Azmacy, Hokkaido Cultural Broadcasting, Teichiku Entertainment, Amuse",add some,Telecom Animation Film,Original,"Fantasy, Comedy",11 min. per ep.,PG-13,"5.50, 1208",8527,6,"TV anime adaptation based on the undead idol character Francesca to promote Hokkaido, Japan.

(Source: MAL News)"
,ガレリアンズ：リオン,OVA,3,Finished Airing,"Apr 24, 2002",,Enterbrain,add some,add some,Unknown,"Adventure, Drama, Horror, Military, Mystery, Psychological, Sci-Fi, Shounen, Supernatural",22 min. per ep.,R,"5.50, 1118",2768,4,"Six years have passed since Rion discovered his own identity as an artificial being, yet succeeded in destroying the genocidal Mother Computer, Dorothy, before perishing himself. Now reactivated by Lilia, Rion awakens to find that Dorothy managed to execute one final catastrophic program, rendering a new evil crew to finish her goal of human annihilation. It is a fully 3D CGI animated OVA based on the hit PlayStation game, called Galerians, released in August, 1999.

(Source: AniDB)"
,グレンダイザー ギガ,ONA,1,Finished Airing,"Apr 12, 2015",,add some,add some,add some,Manga,"Action, Mecha",1 min.,R+,"5.50, 223",650,0,PV for Grendizer Giga manga.
,GRIM,Movie,1,Finished Airing,1985,,add some,add some,add some,Original,Dementia,7 min.,G,"5.50, 207",489,3,Film by Takashi Ito.
Hanappe Bazooka,花平バズーカ,OVA,1,Finished Airing,"Sep 4, 1992",,add some,add some,Studio Signal,Manga,"Action, Comedy, Ecchi, Magic, School",43 min.,R+,"5.50, 986",2291,3,"Lecherous high school boy Hanappe is visited by two demons who step from his TV and immediately fall in lust with his mother and sister. The demons turn Hanappe's home into a meeting ground for their demonic friends and grant Hanappe the power of the Hanappe Bazooka. Now his index finger is capable of both a deadly blast and the ability to drive women in a lustful frenzy, but Hanappe isn't very good at controlling it and winds up in serious trouble. 

(Source: ANN)"
,ヒットをねらえ!,Special,4,Finished Airing,"May 19, 2004 to Jun 30, 2004",,m.o.e.,add some,"Imagin, Studio Live",Original,"Comedy, Ecchi",14 min. per ep.,PG-13,"5.50, 624",1469,0,DVD only specials.
,かってにシロクマ,OVA,1,Finished Airing,"Dec 21, 1987",,Artmic,add some,add some,Unknown,Comedy,32 min.,R+,"5.50, 167",426,0,"A story about an albino brown bear and his woodland friends as they encounter various human artifacts in the woods and interact with them.

(Source: PPP-Raw)"
,風のinvitation,Music,1,Finished Airing,1999,,add some,add some,Studio Pierrot,Original,"Magic, Music",2 min.,G,"5.50, 220",445,0,This was originally created as a musical special for the LD-BOX release of Magical Emi in 1999.
Preventing Tuberculosis,結核豫防,Movie,1,Finished Airing,1933,,add some,add some,add some,Original,"Drama, Historical",29 min.,G,"5.50, 107",229,0,"A tuberculosis history, awareness, and prevention informative anime."
,キップリングJr.,Movie,1,Finished Airing,1995,,"Yamamura Animation, Inc.",add some,add some,Unknown,Comedy,14 min.,G,"5.50, 253",477,0,"A fantastic animation adventure about Kipling Jr., his father, mother, and a musical band led by Rog. Advanced animation techniques, yet to be seen on the screen, help to create incredible movements by animated dolls.

(Source: Yamamura Animation)"
,ことわざ辞典 へたな鉄砲も数うちゃあたる！,Special,1,Finished Airing,1979,,add some,add some,add some,Original,Action,1 min.,G,"5.50, 150",294,0,"Amateur animation by 20-year-old Hikeaki Anno while he was studying at Osaka University of Arts. The short is an animated form of the idiom ""even a poor marksman will hit the target with enough shots""."
Aguu Genius Dolls,悪偶 ‐天才人形‐,TV,12,Finished Airing,"Jul 10, 2018 to Sep 25, 2018",Tuesdays at 00 00 (JST),Tencent Animation & Comics,add some,Studio Deen,Web manga,"Action, Drama, Supernatural",23 min. per ep.,PG-13,"5.49, 1554",5860,8,"The series is about a missing genius whose mysterious disappearance becomes a shady secret among the successful members of society.

(source: MAL News)"
Akai Hayate,紅いハヤテ,OVA,4,Finished Airing,"May 21, 1991 to Nov 21, 1991",,Minami Machi Bugyousho,add some,Studio Pierrot,Original,"Action, Martial Arts, Super Power",27 min. per ep.,R+,"5.49, 470",1662,0,"Japan is secretly controlled by a tyrannical group of ninjas called the Shinogara. Their finest assassin is a man named Hayate Kanuma, whose father leads the Shinogara. 

Hayate, however, knows that the secret society's control over Japan is wrong. Sacrificing his own safety, Hayate kills his father. Now he's on the run, safe almost nowhere from his vengeful former comrades except perhaps for the one hiding place he decides upon: his sister. After possibly being fatally wounded, Hayate is able to transfer his soul into his sister's body, temporarily sharing it with her. His sister, Shiori, can awaken Hayate and call upon his ninja abilities when the Shinogara are close at hand but each time she does so, a little more of her true self is lost. This arrangement can't possibly go on forever, so how will Hayate finally defeat the Shinogara? 

(Source: Cammila Albertson)"
Angel's Feather,エンジェルズフェザー Angel's Feather,OVA,2,Finished Airing,"Apr 28, 2006 to May 26, 2006",,add some,Media Blasters,Venet,Visual novel,"Sci-Fi, Supernatural, Drama, Romance, Fantasy, Shounen Ai",30 min. per ep.,PG-13,"5.49, 9215",18211,34,"In the Binfield Kingdom Chronicle, it is said that there was once a small, peaceful country called the Kingdom of Winfield, whose king and royal family possessed great white wings.

Hamura Shou is newly enrolled at Yuusei Academy. After hearing about a student named Misonou Kai from the headmaster, Shou comes to believe that Kai is his younger twin brother, who he was separated from when he was younger. However, after a mysterious earthquake, Shou is suddenly carried into another world with two other students. It is in this new world that, after being attacked by a monster, Shou suddenly unleashes great, white wings.

[Written by MAL Rewrite]"
Oh Dear,あらら,Movie,1,Finished Airing,2014,,Geidai Animation,add some,add some,Original,"Dementia, Supernatural",1 min.,G,"5.49, 333",611,0,Naoko had a fight with her brother over a trivial thing and pushed him away. She knew she was childish but she ran away from home.
