name_english,name_japanese,show_type,episodes,status,aired,broadcast_time,producers,licensors,studios,source,genres,episode_length,rating,score_and_scorers,members,favorites,description
,一騎当千 Xtreme Xecutor,Special,6,Finished Airing,"Jun 25, 2010 to Nov 25, 2010",,Genco,Funimation,"Arms, TNK",Unknown,"Comedy, Ecchi",3 min. per ep.,R+,"6.59, 4410",11778,7,Ikkitousen: Xtreme Xecutor Blu-ray and DVD specials.
Dog & Scissors,犬とハサミは使いよう,TV,12,Finished Airing,"Jul 2, 2013 to Sep 17, 2013",Tuesdays at 01 00 (JST),"Avex Entertainment, DLE, Enterbrain, Studio Mausu, Xing",Sentai Filmworks,Gonzo,Light novel,"Comedy, Supernatural",24 min. per ep.,PG-13,"6.59, 52810",111485,223,"A nonsense comical mystery. Harumi Kazuhito is a high school boy who loves books and is a fan of novelist Natsuno Kirihime. One day, he finds Kirihime writing at a cafe, about to be shot by a robber. He protects her from the attack but is killed instead. Through the supernatural power of a book-worm, he is reincarnated as a dachshund dog. Kazuhito (as a dog) writhes in a painful bookless life, when a sadistic woman carrying a pair of scissors offers him help. She is Kirihime herself.

(Source: Dog and Scissors Wiki)"
High School Girls,女子高生 GIRL'S HIGH,TV,12,Finished Airing,"Apr 4, 2006 to Jun 20, 2006",Tuesdays at 01 30 (JST),"Genco, Showgate, Futabasha",Media Blasters,Arms,Manga,"Comedy, Drama, Ecchi, School, Slice of Life",24 min. per ep.,PG-13,"6.59, 12399",30712,64,"Eriko and her friends Yuma and Ayano are excited about entering high school. Their excitement leads to their breaking of the rules when they toured the school before the opening ceremony. They find out their preconceptions about the all female school may not be as true as they had first thought. Despite that, Eriko and her friends are joined by new friends. They aim to get through high school life together.

(Source: ANN)"
,仮面ライダー電王 イマジンあにめ 2,OVA,12,Finished Airing,"Nov 22, 2008",,animate Film,add some,add some,Other,"Action, Adventure, Comedy, Kids, Super Power",4 min. per ep.,G,"6.59, 276",746,3,New 12-episode OVA series featuring the Imagin stars of the popular 2007 Kamen Rider Den-O live action tv series.
,機神咆吼デモンベイン,TV,12,Finished Airing,"May 19, 2006 to Aug 18, 2006",Unknown,add some,add some,View Works,Visual novel,"Action, Harem, Magic, Romance, Ecchi, Mecha",25 min. per ep.,R,"6.59, 11502",32859,42,"Kurou Daijuuji is a poor detective living in Arkham City. One day, he was requested by Ruri Hado of Hado Financial Group, to search for a magic book. While he initially refused, Ruri offered him a large sum of money upon completion of her request, in which bribed Kuro to accept. As Kurou searches for the book, he unexpectedly runs into Al, a pretty girl that is actually a powerful grimoire. 

They forge a contract with each other, bestowing Kuro with powerful magic. Soon afterwards, Al also activates Demonbane, a deus machina owned by the Hado Financial Group, to combat the mechanical menace from the Black Lodge. With this, the war between the Hado Financial Group and the Black Lodge begins.... 

(Source: ANN)"
,キズナ 一撃,Movie,1,Finished Airing,"Mar 5, 2011",,Imagine,add some,Ascension,Unknown,"Comedy, Martial Arts",24 min.,G,"6.59, 3162",5537,2,"Shortly after winning the World Martial Arts Tournament and using the winnings to pay off her grandfather's one hundred million yen debt, a reporter shows up on Kizuna Todoroki's doorstep. Impressed that such a young girl was able to defeat the 10-year reigning champion, the reporter wants to interview Kizuna for a piece on her and the Wadachi Ju-ken school of martial arts founded by Kizuna's grandfather.

However, before the interview can end, challengers begin to appear at the Todoroki household. After hearing that Kizuna is only 12, they hope to defeat her before her 13th birthday to usurp her position as the world champion. As dozens of challengers appear, Kizuna struggles to bring them all down, while the reporter learns more about the Todoroki family.

[Written by MAL Rewrite]
"
YU-NO A girl who chants love at the bound of this world.,この世の果てで恋を唄う少女YU-NO,TV,26,Finished Airing,"Apr 2, 2019 to Oct 1, 2019",Tuesdays at 23 00 (JST),"Genco, AT-X, BS Fuji, MAGES., Nagoya Broadcasting Network, bilibili, Yomiuri TV Enterprise, ABC Animation","Funimation, NBCUniversal Entertainment Japan",feel.,Visual novel,"Sci-Fi, Drama",23 min. per ep.,PG-13,"6.59, 25150",91643,294,"Takuya Arima is a young student whose father, a historian who has conducted various researches, disappeared recently. During a summer vacation Takuya receives a peculiar package from his missing father, along with a letter containing information about the existence of various parallel worlds. At first Takuya doesn't take it seriously, but soon he realizes that he possesses a device that allows him to travel to alternate dimensions. Is his father alive, after all? If so, where is he?

(Source: VNDB)"
,こよみヒストリー,Special,1,Finished Airing,"Sep 22, 2016",,add some,add some,Shaft,Light novel,Comedy,3 min.,PG-13,"6.59, 3640",12074,6,Adaptation of Koyomi History short story released on Madogatari Blu-ray.
Princess Jellyfish Specials,海月姫 英雄列伝☆,Special,4,Finished Airing,"Jan 28, 2011 to Apr 22, 2011",,Asmik Ace,Funimation,Brain's Base,Manga,"Slice of Life, Comedy, Josei",5 min. per ep.,PG-13,"6.59, 5253",13176,12,"Short episodes included in Blu-ray and DVD release, adapting the side story ""Kuragehime Heroes☆"", a spin-off manga serialized in Kiss Plus magazine. Supporting characters are featured in short chapters."
Lan Mo's Flower,蓝漠的花,ONA,9,Finished Airing,"Jul 13, 2017 to Aug 14, 2017",,Colored-Pencil Animation Design,add some,add some,Web manga,"Magic, Romance, School",13 min. per ep.,PG-13,"6.59, 1103",3481,15,"Gluttonous and tomboyish, Lan Mo is hardly anyone's ideal girl, but with a magical hair clip from a mysterious trinket shop that disappears the next day, she may be able to become just that. With its power, she can transform into a beautiful and feminine young lady, someone who may finally be able to catch the eye of her childhood friend and crush, Liu Yifeng. However, keeping the clip's secret proves difficult for Lan Mo when faced with Liu Yifeng's admirers and the mysterious stranger Xia An. And to further complicate matters, Lan Mo's possession of the hair clip may turn out to be more than just mere coincidence.

[Written by MAL Rewrite]"
