name_english,name_japanese,show_type,episodes,status,aired,broadcast_time,producers,licensors,studios,source,genres,episode_length,rating,score_and_scorers,members,favorites,description
,お庭の外,ONA,2,Finished Airing,"Jun 23, 2014 to Aug 14, 2014",,add some,add some,Saigo no Shudan,Original,Dementia,46 sec. per ep.,G,N/A,133,0,"Saigo no Shudan's advertisement movies for the 2014 Shibukaru Festival hosted by the Parco department store. A regular version and long version exist of the advertisement, though both share very little footage between each other."
,オニズシ,ONA,3,Finished Airing,"Apr 19, 2016 to May 25, 2016",,add some,add some,Robot Communications,Original,"Comedy, Demons",4 min. per ep.,PG,N/A,330,0,"A comedy series that pits the inhabitants of a Japanese sushi restaurant against a gaggle of greedy oni.

(Source: Crunchyroll)"
,Only You ビバ! キャバクラ,TV,15,Finished Airing,"Nov 4, 1998 to Nov 27, 1998",Unknown,"TBS, Studio Sign, Public & Basic",add some,add some,Unknown,Comedy,10 min. per ep.,None,N/A,226,0,"Based on a manga by Fujinami Toshihiko, serialized in Weekly Spa! between 1998 and 1999. 

(Source: AniDB)"
,女の子だけがわかる歌-Only Girls Get It,Music,1,Finished Airing,"Aug 17, 2015",,add some,add some,add some,Original,"Music, Slice of Life",2 min.,G,N/A,112,0,"A music video created for the Sophie brand of Unicharm Co., Ltd. which manufacturers feminine hygiene products. The video features a song completely in English with Japanese subtitles. As stated by the company president, Takahisa Takahara, is that women spend 6 yrs and 9 months menstruating their entire lives. With advancing gender roles and longer lifespans, more women are staying in the work place and having more periods. Mensuration causes hormonal mood swings like that of a cranky edgy prickly hedgehog, starving craving hungry black bear, fragile crying [bloated] elephant, and reclusive lonely lion. These are normal changes and the women are still themselves. It promotes body positivity and how women shouldn't be brushed off in the work place if they are having an effect from a biological function that they have to go through for 6 yrs and 9 months."
I wanna be a girl,女の子になりたい,Music,1,Finished Airing,"Oct 18, 2019",,A-Sketch,add some,add some,Original,Music,3 min.,G,N/A,84,3,"Music video for the song Onnanoko ni Naritai by Japanese utaite singer Mafumafu that was featured on his fifth full-length album ""Kagura Iro Artifact"". The music video was animated by MONO-Devoid.

A boy doesn't want to be one anymore and instead would much prefer to a cute girl and live out the fantasy of Cinderella."
,女の子って。,Special,4,Finished Airing,"Feb 5, 2015 to Feb 26, 2015",,add some,add some,add some,Manga,"Slice of Life, Comedy, Shoujo",1 min. per ep.,G,N/A,329,0,"The March issue of Shueisha's Ribon magazine announced that a television anime of Kanahei's shoujo manga Onnanoko tte. (About Girls) has been green-lit. The shorts will premiere in February and run every Thursday in the children's variety program OhaStu (Good Morning Studio).

The anime is about the many worries that girls have, such as pimples, dry skin, unwanted hair, drinking while driving, face turning red, and singing well at karaoke. The series explains matters regarding girls' bodies and minds through manga art and answers from experts.

(Source: ANN)"
,おんぷ,Movie,1,Finished Airing,1961,,Gakken,add some,add some,Original,"Kids, Music",18 min.,G,N/A,136,0,An educational film about rhythm and tempo.
,大江戸捕物帳 ねずみ小僧,OVA,1,Finished Airing,"Apr 26, 1989",,Sanrio,add some,add some,Unknown,"Kids, Historical, Mystery",11 min.,PG,N/A,133,0,"Sanrio's detective short featuring the a real historical character, Nezumi Kozou."
,大井の帝王,ONA,1,Finished Airing,"Nov 7, 2018",,add some,add some,add some,Original,"Music, Sports",4 min.,G,N/A,148,0,"In honor of Matoba Fumio's achievements from being a jocky for horse racing, Tekken created a biographical short of his life and career. Fumio as of 2018 is 62 years old and has 7,152 wins under his belt."
"Hey, Addachi!",おーい! アダッチー,OVA,1,Finished Airing,"Jan 3, 1992",,add some,add some,Mushi Production,Unknown,"Kids, Historical",30 min.,G,N/A,142,0,An anime made in honor of the 60th Anniversary of Adachi's union to Tokyo City. It follows 2 kids and the anthropomorphic version of Adachi called Adacchii.
