name_english,name_japanese,show_type,episodes,status,aired,broadcast_time,producers,licensors,studios,source,genres,episode_length,rating,score_and_scorers,members,favorites,description
,嫌な顔されながらおパンツ見せてもらいたい 2,ONA,6,Finished Airing,"Nov 22, 2019 to Dec 27, 2019",,add some,add some,"Urban Product, UWAN Pictures",Other,Ecchi,4 min. per ep.,PG-13,"6.00, 4596",15836,47,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.
Sword Dynasty,剣王朝,ONA,12,Finished Airing,"Apr 26, 2017 to Jul 5, 2017",,iQIYI,add some,EMT Squared,Novel,"Action, Historical",15 min. per ep.,PG-13,"6.00, 289",2193,3,"The story takes place in the twilight years of the Qin Dynasty, and follows a young man who will dismantle the Qin Dynasty and create the Sword Dynasty.

(Source: ANN)"
Samurai Hunt for the Sword,快刀乱麻 THE ANIMATION,OVA,2,Finished Airing,"Nov 26, 1999 to Dec 23, 1999",,"AIC, APPP, animate Film",Media Blasters,add some,Unknown,"Action, Adventure, Martial Arts, Samurai",30 min. per ep.,PG-13,"6.00, 697",2024,1,"Shinjuro may be a little young to be the master of a swordsmanship school, but fate didn't give him a choice. Now his position and martial arts skill land him in the middle of serious trouble when the rogue samurai Mikage faces off against the Tokugawa government, and Shinjuro and the small group of swordsmen who train at the school must now protect the town from harm. However, the group won't be challenged until the Tokugawa house calls in a favor, and the young swordsman is forced to duel Mikage himself. 

(Source: AniDB) "
,火宵の月 ~秋狂言~,OVA,2,Finished Airing,"Dec 19, 1998 to Jan 21, 1999",,"Tokyo Kids, Four Some",add some,add some,Manga,"Historical, Romance, Shoujo, Supernatural",30 min. per ep.,PG-13,"6.00, 1950",4558,5,"When he was young, Arimasa Tsuchimikado rescued an injured cat and wished for it to become human. The cat, Kagetsu, is actually a member of the shape-shifting Kouga tribe and comes to live with Arimasa.

Years later, Arimasa is an uneasy presence in his village. The villagers despise him for being half-fox, but he is also the only one able to protect the village against supernatural invasion. Meanwhile, Kagetsu is going through a difficult period where he must choose which sex he will live the rest of his life as, a process he can only complete through sexual intercourse.

As pressure from other members of the Kouga clan opposes the wishes in Kagetsu’s heart, Arimasa's village is struck by a large-scale supernatural attack. With his peaceful life threatened, Arimasa will be forced to make undesirable decisions.

[Written by MAL Rewrite]"
Adventures On Rainbow Pond,けろっこデメタン,TV,39,Finished Airing,"Jan 2, 1973 to Sep 25, 1973",Unknown,add some,add some,Tatsunoko Production,Unknown,"Kids, Fantasy, Comedy",24 min. per ep.,PG,"6.00, 351",924,2,"Demetan comes from such a poor family that he cannot even go to school in his woodland pond community. However, he has a friend named Ranatan, the lovely, gentle frog girl who is the daughter of the pond's rich ruler. Naturally her father is quite displeased by this relationship and he seeks to break it up. Nevertheless the young frogs continue with courage and confidence, not only to live their own lives but to guide the heartless leopard frog to a sense of justice and generosity. Gradually the pond community responds to their sincerity and joins them in a march toward a bright future. 

(Source: Official Website) "
,KING OF PRISM -Shiny Seven Stars- I プロローグxユキノジョウ×タイガ,Movie,1,Finished Airing,"Mar 2, 2019",,Avex Pictures,add some,Tatsunoko Production,Original,"Music, Sports, Shounen",1 hr. 15 min.,PG-13,"6.00, 141",1854,8,The first movie in the four-part King of Prism: Shiny Seven Stars movie series.
,恋花火,Music,1,Finished Airing,"Aug 2, 2002",,NHK,add some,add some,Original,"Music, Kids, Fantasy",4 min.,G,"6.00, 206",419,0,Song by Mio Isayama with Kiyoshi Nakajima illustaration. A part of NHK's Minna no Uta.
,虚無戦史ＭＩＲＯＫＵ,OVA,6,Finished Airing,"Jan 10, 1989 to Nov 5, 1989",,"J.C.Staff, animate Film",add some,add some,Manga,"Action, Sci-Fi, Historical, Demons, Supernatural, Samurai, Fantasy",25 min. per ep.,R+,"6.00, 174",721,2,"A psychic ninja fantasy suggesting that the assassins did not die out during the Sengoku era but burrowed under Japan, where they fought a new war against the alien occupants of a crashed spaceship that has lain undisturbed for several millennia. 

(Source: The Anime Encyclopedia)"
,政宗ダテニクル,ONA,6,Finished Airing,"May 2, 2016 to Mar 30, 2018",,JTB Entertainment,add some,"Gainax, Gaina",Original,"Action, Historical, Super Power, Samurai",16 min. per ep.,PG-13,"6.00, 183",3141,4,"The coming-of-age battle story will center on the famous 17th-century Japanese warlord Date Masamune when he was young. The Date clan took its name from the Date region of the former Mutsu province, which comprises part of the modern-day city of Date.

The anime will be the first in the city's ""Kirari na Wonder Project"" (Twinkling Wonder Project), which aims to highlight tourist attractions and the appeal of the region.

Gainax's newly founded Fukushima studio will work on the anime, and will complete it at the end of March. The anime will have a private screening in April and will also screen in anime events and be posted online.

(Source: ANN)"
,アンジェリーク　～白い翼のメモワール～,OVA,2,Finished Airing,"Mar 25, 2000 to Jun 27, 2000",,Yumeta Company,add some,add some,Game,"Sci-Fi, Harem, Drama, Magic, Romance, Fantasy, Shoujo",30 min. per ep.,PG,"5.99, 827",2693,5,"Angelique...
...started as a dating simulation game for girls back in 1994 on the Super Famicom. The player took on the role of Angelique Limoges, an ordinary schoolgirl summoned to the Sanctuary of the Queen of the Cosmos. She had been chosen to compete in a contest to determine the next Queen. Angelique was clumsy and foolish in comparison to her rival, Rosalia de Cartagena, a refined girl who had been training since birth to compete in the Queen Examination.

What was this Examination, anyway? The girls had to use the powers, or Sacrea, of the Queen's nine Guardians to cultivate a barren continent. The girl whose population reached the center island connecting the two continents would become the next Queen. But with the nine handsome Guardians around, it was hard to decide between power or love...

Made up of 4 OVAs, each of which has multiple parts.

(Source: Neo-Romance)"
Superbook,アニメ 親子劇場,TV,26,Finished Airing,"Oct 9, 1981 to Mar 29, 1982",Unknown,add some,add some,Tatsunoko Production,Original,"Kids, Adventure, Fantasy, Historical, Sci-Fi",24 min. per ep.,G,"5.99, 683",1709,6,"The series beings at the home of a young boy named Sho Azuka discovers the magical Bible ""Superbook"" that speaks and sends him, his friend Azusa Yamato, and his toy robot Zenmaijikake back in time to the early events of the Old Testament."
,BLAME (ブラム!),ONA,6,Finished Airing,"Oct 24, 2003",,add some,Media Blasters,Group TAC,Manga,"Sci-Fi, Mecha",6 min. per ep.,R+,"5.99, 8840",24848,79,"The story takes place in a city where it's said that has thousands of levels.

In a shutdown area, thousands of levels overlap each other, you couldn't tell the sky from the ground and you couldn't tell which way is up or which way is down. Maybe the original purpose of this story is to unravel the mysteries bound in this time and world. For the humans who found this vast rare multi-level city, the mysterious main character ""Kirii"" wanders to search for the ""Net Terminal Genes"" that were not infected. Kirii's burden and his search for the ""Net Terminal Genes"" is a goal like no other and is very much the mystery of this story. Log1~Log6 contains the story of Cibo that wasn't done in the original works. The Cibo who strayed away with Kirii and wanders about. A disc thrown away in the rubble. Cibo starts downloading. Just who's ""Memory"" will he end up with?

(Source: AniDB)

Note: These clips are meant as a bonus to the manga, and should only be taken as such. Do not expect any plot in these. They are merely animated (short) scenes from the manga."
,チェインクロニクル ~ショートアニメ~,OVA,8,Finished Airing,"Sep 6, 2014 to Dec 18, 2014",,"Sotsu, Sega",add some,add some,Game,"Action, Adventure, Magic, Fantasy, Shounen",5 min. per ep.,PG-13,"5.99, 2469",8846,6,"An anime adaptation of the game for mobile devices Chain Chronicle.

Features eight short episodes that introduces the story, setting, and characters."
,デュエル・マスターズ ゼロ,TV,24,Finished Airing,"Oct 6, 2007 to Mar 22, 2008",Unknown,Shogakukan Music & Digital Entertainment,add some,add some,Original,"Action, Game, Kids",10 min. per ep.,G,"5.99, 462",1461,1,"The previous season of 'Zero Duel Masters' was set in an alternate universe, so this season's plot is a continuation of the Duel Masters Charge.

It follows the aftermath of the duel of Shobu vs. Zakira.

(Source: Duel Masters Wikia)"
,英雄凱伝モザイカ,OVA,4,Finished Airing,"Nov 21, 1991 to Dec 21, 1991",,Starchild Records,add some,Studio Deen,Original,Fantasy,30 min. per ep.,PG-13,"5.99, 318",1103,1,"From Ryosuke Takahashi and Norio Shioyama, the creative minds behind great animes such as Armored Trooper VOTOMs and Panzer World Galient, comes an epic tale of swords and sorcery! On the eternal planet of Mozaika, the formerly benevolent King Sazara has been possessed by an evil priest and has begun a bloody path of conquest all across the world! Mozaika's only hope is the young warrior U-Taruma, son of U-Dante, one of Sazara's victims. If you like fantasy, or classic Norio Shioyama character designs, you can't miss this 4-episode OVA!"
,ｇｄｇｄ妖精ｓ　第２期　＃０（ゼロ）,Special,1,Finished Airing,"Dec 28, 2012",,"Strawberry Meets Pictures, Bouncy",add some,add some,Unknown,"Comedy, Fantasy",14 min.,PG,"5.99, 181",616,0,Special in which the fairies hold a round table discussion. 
Ellcia,幻想叙譚エルシア,OVA,4,Finished Airing,"Oct 23, 1992 to Sep 23, 1993",,add some,ADV Films,J.C.Staff,Unknown,"Adventure, Fantasy",41 min. per ep.,PG-13,"5.99, 632",1873,0,"The Sacred Book of the land of Eija has been rediscovered and with it the legends of a mysterious and all powerful ship. Now Princess Crystal of Megaronia has set forth on a quest to recover the ship and its ultimate weaponry. All that stands between her and total domination of the world is a small group of piratical misfits. Swords, sorcery and technology blend to form a mesmerizing tale of Good vs. Evil in Ellcia. (Source: ANN)"
,Go for 2020,ONA,1,Finished Airing,"Feb 20, 2017",,"Production I.G, LIDENFILMS",add some,Studio Colorido,Original,"Drama, Sports",4 min.,G,"5.99, 101",233,1,"Studio Colorido was commissioned by Japanese real estate developer Mitsui Fudosan to create a promotional video for their BE THE CHANGE campaign, in anticipation of the Tokyo 2020 Summer Olympic and Paralympic games. Initiatives from the campaign include communal sport academies, promotional city dressing, and the FUTSUJANAI TEN interactive sports exhibition. In particular, the campaign supports sport climbing, wheelchair rugby, and women's basketball, the later of which is featured in the video."
Guilty Gear X,ギルティギア ゼクス,Special,1,Finished Airing,"Mar 3, 2003",,add some,add some,add some,Game,"Action, Game, Super Power, Martial Arts",5 min.,R,"5.99, 127",442,4,"Animated promotional trailer for the Guilty Gear X, a game for PlayStation 2 and PC. Included in Guilty Gear X2's extras."
Flowers Will Bloom In Tohoku,花は咲く 東北に咲く,Special,1,Finished Airing,"Sep 8, 2014",,"NHK, Cyclone Graphics",add some,add some,Unknown,"Fantasy, Kids",5 min.,G,"5.99, 498",923,1,"Domo-kun and Charo meet a strange girl in the hustle and bustle Tokyo. Since ""that day"", she has not gone back home. When Charo gives the girl a wreath of Gerbera plants, she accidentally sneezes. A burst of magic came out of the Gerbera, and a flower train emerges from the middle of a flower garden. As the three board the flower train, it starts moving toward the girl's hometown. However, what awaits them is a ferocious storm!

Animated short to support the reconstruction of areas hit by the 2011 Great Eastern Japan Earthquake.

(Source: Official website)"
,HUNGRY DAYS　アオハルかよ。,Special,Unknown,Currently Airing,"Jun 7, 2017 to ?",,add some,add some,"Shaft, Tatsunoko Production",Other,"Slice of Life, Magic, Romance",30 sec.,G,"5.99, 1203",5446,4,"Kiki is a 17-year-old high school witch living in Yokohama. In that town, she lives peacefully with her black cat Jiji. She has faint feelings for her childhood friend Tombo who attends the same school as her. One day, by chance, she sees Tombo being confessed to by a junior, and she feels a tug in her heart. Will Kiki be able to deliver her feelings?

(Source: MAL News)"
Junk Boy,ジャンクボーイ,OVA,1,Finished Airing,"Dec 16, 1987",,Victor Entertainment,Manga Entertainment,Madhouse,Manga,"Comedy, Romance, Ecchi",45 min.,R+,"5.99, 2897",6137,16,"23-year-old Ryohei Yamazaki has just one thing on his mind: sex. And with his sweet-talking, honey-voiced ways, Ryohei has no trouble finding interested ladies. But none of them is just what he wants... none of them is PERFECT. Then he charms the beautiful editor of a hot magazine into hiring him. Journalism will never be the same again...

(Source: Rotten Tomatoes)"
KAIJU GIRLS,怪獣娘[かいじゅうがーるず] ~ウルトラ怪獣擬人化計画~,ONA,12,Finished Airing,"Sep 27, 2016 to Dec 13, 2016",,"Pony Canyon, Tsuburaya Productions, Docomo Anime Store, Links",add some,Studio PuYUKAI,Original,"Comedy, Parody, Fantasy",5 min. per ep.,PG,"5.99, 3112",7891,17,"Humanity's battle of many years with the kaiju, giant monsters, has finally come to an end. Now that Earth has entered an age of peace, girls with the souls of kaiju have begun to appear, giving them the ability to transform into kaiju. They are known as the Kaiju Girls, and this is the powerful, transient, beautiful, and at times easygoing story of the strange fate these girls bear.

(Source: Crunchyroll)"
Keroppi in The Adventures of Gulliver,けろけろけろっぴのガリバーの冒険,OVA,1,Finished Airing,"Aug 21, 1993",,Sanrio,add some,add some,Book,"Adventure, Fantasy, Kids",26 min.,G,"5.99, 108",323,0,Sanrio's Keroppi in the classic tale of Gulliver's Travels.
,君が棲む街,Special,1,Finished Airing,"Nov 21, 2015",,add some,add some,J.C.Staff,Original,Comedy,2 min.,G,"5.99, 415",1032,0,"Original short animation that aired as part of promotion for the event ""Bunkyo+Waseda Bungo Week"". The video aims to convey the appeal of Bunkyo and Waseda area in Tokyo."
,ここにいる,ONA,1,Finished Airing,2010,,Mad Box,add some,add some,Unknown,Slice of Life,2 min.,G,"5.99, 293",655,0,A short directed by Yasuo Muroi.
Nutcracker Fantasy,くるみ割り人形,Movie,1,Finished Airing,"Mar 3, 1979",,Sanrio,Discotek Media,add some,Unknown,"Drama, Fantasy, Romance",1 hr. 21 min.,G,"5.99, 156",536,1,"The young girl Clara visits her Aunt Gerda and Uncle Drosselmeyer. Her aunt tells her scary stories about the Ragman, a creepy and mysterious man who turns children into mice if they don't go to bed on time. The Ragman is always spying on sleeping children searching for more victims.
Just before Clara goes to bed her eccentric uncle gives her a wooden nutcracker doll. He's a bit embarrassed because the only part on the doll that's perfect is the heart, but Clara loves her new doll.
She falls asleep but wakes up hearing mice squeaking..."
,リカちゃんの日曜日,OVA,1,Finished Airing,"Jul 21, 1992",,"Takara, Imagine",add some,add some,Unknown,Adventure,25 min.,G,"5.99, 204",592,0,"One relaxing Sunday, Licca tags along with a friend to babysit two rather grumpy little boys."
Honey x Honey Drops,蜜×蜜ドロップス,OVA,2,Finished Airing,"Apr 28, 2006 to Jul 28, 2006",,"Radix, Soft Garage",add some,add some,Manga,"Drama, Romance, School, Shoujo",27 min. per ep.,PG-13,"5.99, 11692",22520,90,"Students at the Houjou academy are perfectly normal—except for those who take the Kuge course. This special course is reserved only for elite and rich students and their ""honeys."" Hagino Yuzuru enrolls in the course through Kai Renge, and she quickly regrets it.

To become a honey, a student must get someone already in the Kuge course to sponsor her. Kai becomes Hagino's sponsor, getting her into the course and paying the price to cover it. But in return, Hagino must submit to him as her master, catering to his every whim.

Hagino may have gotten herself into something she can't handle. But if she pulls out now, she gets expelled from the school. Can she make things work with Kai, or will she call it quits before he does something she'll regret?"
,ナンダカベロニカ,TV,10,Finished Airing,"Mar 10, 2014 to Mar 21, 2014",Not scheduled once per week,NHK,add some,Cyclone Graphics,Unknown,"Comedy, Fantasy, Kids",10 min. per ep.,G,"5.99, 388",1060,1,"The children's anime revolves around Velonica, a high-handed and ultra-selfish little alien girl on the Galaxy Network, who begins to cause havoc on Earth. After a ""fated encounter"" with an Earthling boy, Velonica wavers between a possible budding romance with the boy and her dedication to the arts.

(Source: ANN)"
,おそ松さん ショートフィルムシリーズ 第2期,Special,4,Finished Airing,"Jan 26, 2018 to Jul 27, 2018",,Avex Pictures,add some,add some,Manga,"Comedy, Parody",2 min. per ep.,PG-13,"5.99, 177",1844,4,Shorts included in the Osomatsu-san 2nd Season BD & DVD releases. 
,Peeping Life -World History-,ONA,40,Finished Airing,"Dec 20, 2012 to Dec 12, 2013",,CoMix Wave Films,add some,add some,Original,"Slice of Life, Comedy, Historical",5 min. per ep.,G,"5.99, 153",637,0,"Another iteration in the Peeping Life franchise, this time featuring scenes from older times."
,Petit☆ドリームスターズ! レッツ・ラ・クッキン? ショータイム!,Movie,1,Finished Airing,"Oct 28, 2017",,add some,add some,Toei Animation,Original,"Slice of Life, Magic, Fantasy",5 min.,G,"5.99, 191",532,0,A 3DCG short screened alongside Kirakira☆Precure A La Mode Movie: Paritto! Omoide no Mille-Feuille!.
,POPEE the ぱフォーマー カウントダウンスペシャル,Special,1,Finished Airing,2002,,add some,add some,add some,Original,"Comedy, Demons, School",4 min.,R,"5.99, 182",397,3,Countdown to New Years 2003.
