name_english,name_japanese,show_type,episodes,status,aired,broadcast_time,producers,licensors,studios,source,genres,episode_length,rating,score_and_scorers,members,favorites,description
Keroppi in Let's Play Baseball,けろけろけろっぴのがんばれ! けろっぴーず,OVA,1,Finished Airing,"Jul 21, 1992",,Sanrio,add some,add some,Unknown,"Kids, Fantasy, Sports",30 min.,G,N/A,258,0,"Kerropi and his friends are hectored when they have fun in the playground. Both of them agree to have a baseball competition. During the exercise, Junk quits the team because of their argument. Will they lose finally? "
Keroppi in the Frog's Secret House,けろけろけろっぴのけろけろハウスのひみつ,OVA,1,Finished Airing,"Nov 21, 1993",,Sanrio,add some,add some,Unknown,"Fantasy, Kids",30 min.,G,N/A,230,2,On a rainy day Keroppi and friends find their elders' old secret club house. But the house ends up being more magical than they thought. 
,けろけろけろっぴの恐竜がでた,OVA,1,Finished Airing,"Sep 21, 1992",,Sanrio,add some,add some,Unknown,"Fantasy, Kids",30 min.,G,N/A,184,0,"While playing hide and seek, Keroppi and the gang find some dinosaur bones. With the village elder they dig out more and put the bones back together and find out it was a baby dinosaur. In the nearby museum there is a mama dinosaur on display and as night falls the baby dinosaur's skeleton comes to life in search of its mother. The gang tries to help it reunite it and the cries of the baby dinosaur skeleton animate the mama's skeleton. Once together again their souls ascend to heaven and both skeletons become displayed lovingly at the museum."
,けろけろけろっぴのミツバチ大騒動,OVA,1,Finished Airing,"Mar 21, 1993",,Sanrio,add some,add some,Unknown,"Fantasy, Kids",20 min.,G,N/A,180,0,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.
Keroppi in Robin Hood,けろけろけろっぴのロビンフッド,OVA,1,Finished Airing,"Jan 21, 1994",,Sanrio,add some,add some,Unknown,"Kids, Fantasy",26 min.,G,N/A,299,0,Keroppi re-creates the story of Robin Hood.
,けろけろけろっぴの三銃士,Movie,1,Finished Airing,"Jul 20, 1991",,Sanrio,add some,add some,Unknown,"Fantasy, Kids",1 hr.,G,N/A,199,0,Keroppi version of The Three Musketeers.
,けろけろけろっぴの空とぶゆめの船,OVA,1,Finished Airing,"Apr 1, 1992",,Sanrio,add some,add some,Unknown,"Fantasy, Kids",30 min.,G,N/A,192,0,Keroppi and friends get special tickets to ride a flying ship at night to look at the constellations. Whether they dreamt the same dream or encountered it for real is up interpretation.
,けろけろけろっぴの空をとべたら,OVA,1,Finished Airing,"Mar 21, 1994",,Sanrio,add some,add some,Unknown,"Adventure, Kids",30 min.,G,N/A,186,0,"While playing with a kite, a bird is injured during its migration. The gang seeks help from a local pilot to help the bird make its journey."
Keroppi in Let's Be Friends,けろけろけろっぴの友だちになろうよ,OVA,1,Finished Airing,"Feb 21, 1994",,Sanrio,add some,add some,Unknown,"Kids, Fantasy",30 min.,G,N/A,216,0,Wink is a lovely snake. He is Keroppi's friend. Keroppi wants to introduce Wink to his other friends. His friends deem Wink is a dangerous animal. Will they accept him finally?
,けろけろけろっぴの友だちは魔法使い,OVA,1,Finished Airing,"Feb 21, 1993",,Sanrio,add some,add some,Unknown,"Kids, Magic",30 min.,G,N/A,224,0,Keroppi's friend who is a magician comes to visit. But a trio of bad frogs was following him and steals a bunch of presents. The magician decides that he must fight them with his own strength.
